"","orig","orig.lon","orig.lat","dest","dest.lon","dest.lat"
"475",954200,-72.6027,44.3689,953600,-72.7218,44.4814
"476",965100,-72.5522,43.8145,959400,-72.6064,43.9374
"477",965100,-72.5522,43.8145,965400,-72.5856,43.7417
"478",965100,-72.5522,43.8145,966800,-72.7598,43.8644
"479",965600,-72.3299,43.6418,965502,-72.3627,43.69
"480",965600,-72.3299,43.6418,965501,-72.4084,43.6556
"481",965800,-72.5525,43.5973,965700,-72.4353,43.574
"482",965800,-72.5525,43.5973,965400,-72.5856,43.7417
"483",965800,-72.5525,43.5973,965501,-72.4084,43.6556
"484",965800,-72.5525,43.5973,965901,-72.6916,43.5744
"485",966200,-72.6,43.4003,966700,-72.4533,43.3106
"486",966200,-72.6,43.4003,966501,-72.617,43.2888
"487",966300,-72.7044,43.3952,964000,-72.8693,43.4341
"488",966300,-72.7044,43.3952,966200,-72.6,43.4003
"489",966300,-72.7044,43.3952,966501,-72.617,43.2888
"490",966300,-72.7044,43.3952,966502,-72.7691,43.3026
"491",965502,-72.3627,43.69,965400,-72.5856,43.7417
"492",965502,-72.3627,43.69,965000,-72.3188,43.7521
"493",965502,-72.3627,43.69,965501,-72.4084,43.6556
"494",965501,-72.4084,43.6556,965700,-72.4353,43.574
"495",965501,-72.4084,43.6556,965400,-72.5856,43.7417
"496",965501,-72.4084,43.6556,965502,-72.3627,43.69
"497",4002,-73.154,44.4647,600,-73.1922,44.4837
"498",4002,-73.154,44.4647,3600,-73.1792,44.4623
"499",4002,-73.154,44.4647,3301,-73.1696,44.428
"500",4002,-73.154,44.4647,980000,-73.1516,44.4722
"501",4002,-73.154,44.4647,2701,-73.0937,44.5275
"502",4002,-73.154,44.4647,2601,-73.1238,44.4916
"503",3301,-73.1696,44.428,3102,-73.0984,44.4126
"504",3301,-73.1696,44.428,3304,-73.2626,44.4683
"505",3301,-73.1696,44.428,3401,-73.1858,44.384
"506",3301,-73.1696,44.428,4002,-73.154,44.4647
"507",959102,-72.2697,44.086,959000,-72.1198,44.1096
"508",959102,-72.2697,44.086,959700,-72.1963,43.9328
"509",959102,-72.2697,44.086,959500,-72.4113,43.9274
"510",959102,-72.2697,44.086,959101,-72.3985,44.1135
"511",959102,-72.2697,44.086,957800,-72.2043,44.2649
"512",200,-73.2487,44.4901,2303,-73.2851,44.5554
"513",200,-73.2487,44.4901,1100,-73.2223,44.4517
"514",200,-73.2487,44.4901,100,-73.2512,44.5182
"515",980000,-73.1516,44.4722,4002,-73.154,44.4647
"516",2701,-73.0937,44.5275,2202,-73.1497,44.5484
"517",2701,-73.0937,44.5275,3101,-73.0795,44.4561
"518",2701,-73.0937,44.5275,2103,-73.0906,44.6254
"519",2701,-73.0937,44.5275,4002,-73.154,44.4647
"520",2701,-73.0937,44.5275,2702,-73.0293,44.5202
"521",2701,-73.0937,44.5275,2601,-73.1238,44.4916
"522",2701,-73.0937,44.5275,2602,-73.0978,44.4879
"523",2701,-73.0937,44.5275,2900,-72.9181,44.5128
"524",2702,-73.0293,44.5202,3101,-73.0795,44.4561
"525",2702,-73.0293,44.5202,2701,-73.0937,44.5275
"526",2702,-73.0293,44.5202,2800,-72.963,44.4763
"527",2702,-73.0293,44.5202,2900,-72.9181,44.5128
"528",100,-73.2512,44.5182,2303,-73.2851,44.5554
"529",100,-73.2512,44.5182,200,-73.2487,44.4901
"530",300,-73.2217,44.502,100,-73.2512,44.5182
"531",300,-73.2217,44.502,1000,-73.2207,44.47
"532",2601,-73.1238,44.4916,3101,-73.0795,44.4561
"533",2601,-73.1238,44.4916,4002,-73.154,44.4647
"534",2601,-73.1238,44.4916,2701,-73.0937,44.5275
"535",2601,-73.1238,44.4916,2602,-73.0978,44.4879
"536",1000,-73.2207,44.47,4100,-73.2071,44.4784
"537",1000,-73.2207,44.47,4200,-73.2132,44.4827
"538",2400,-73.1917,44.4976,2304,-73.2155,44.5341
"539",2400,-73.1917,44.4976,2502,-73.182,44.4896
"540",2400,-73.1917,44.4976,2501,-73.1774,44.4968
"541",2400,-73.1917,44.4976,300,-73.2217,44.502
"542",965902,-72.5556,43.4929,965700,-72.4353,43.574
"543",965902,-72.5556,43.4929,966100,-72.4715,43.3884
"544",965902,-72.5556,43.4929,966000,-72.4208,43.4769
"545",965902,-72.5556,43.4929,966200,-72.6,43.4003
"546",965902,-72.5556,43.4929,965901,-72.6916,43.5744
"547",966501,-72.617,43.2888,966600,-72.5035,43.2745
"548",966501,-72.617,43.2888,966700,-72.4533,43.3106
"549",966501,-72.617,43.2888,967200,-72.6507,43.123
"550",966501,-72.617,43.2888,967100,-72.5053,43.1849
"551",966501,-72.617,43.2888,966200,-72.6,43.4003
"552",966501,-72.617,43.2888,966502,-72.7691,43.3026
"553",966800,-72.7598,43.8644,959400,-72.6064,43.9374
"554",966800,-72.7598,43.8644,959300,-72.6539,44.0001
"555",966800,-72.7598,43.8644,965400,-72.5856,43.7417
"556",966800,-72.7598,43.8644,960600,-72.9358,43.9914
"557",966800,-72.7598,43.8644,965100,-72.5522,43.8145
"558",966800,-72.7598,43.8644,962100,-72.9008,43.7676
"559",966502,-72.7691,43.3026,964200,-72.9914,43.3516
"560",966502,-72.7691,43.3026,966501,-72.617,43.2888
"561",965901,-72.6916,43.5744,962800,-72.8389,43.6003
"562",965901,-72.6916,43.5744,965400,-72.5856,43.7417
"563",965901,-72.6916,43.5744,966200,-72.6,43.4003
"564",965901,-72.6916,43.5744,966300,-72.7044,43.3952
"565",965901,-72.6916,43.5744,965902,-72.5556,43.4929
"566",2101,-73.188,44.6601,2104,-73.1493,44.6161
"567",2101,-73.188,44.6601,2103,-73.0906,44.6254
"568",2101,-73.188,44.6601,10600,-73.1457,44.8105
"569",2101,-73.188,44.6601,2301,-73.2045,44.5867
"570",2101,-73.188,44.6601,20200,-73.308,44.6696
"571",2101,-73.188,44.6601,10900,-73.1277,44.7282
"572",2602,-73.0978,44.4879,3101,-73.0795,44.4561
"573",2602,-73.0978,44.4879,2701,-73.0937,44.5275
"574",2602,-73.0978,44.4879,2601,-73.1238,44.4916
"575",3000,-72.9932,44.3942,3102,-73.0984,44.4126
"576",3000,-72.9932,44.3942,3101,-73.0795,44.4561
"577",3000,-72.9932,44.3942,2800,-72.963,44.4763
"578",3000,-72.9932,44.3942,3502,-73.0928,44.3292
"579",3000,-72.9932,44.3942,3503,-72.9522,44.289
"580",3000,-72.9932,44.3942,2900,-72.9181,44.5128
"581",3501,-73.2359,44.3089,3402,-73.2725,44.3912
"582",3501,-73.2359,44.3089,3401,-73.1858,44.384
"583",3501,-73.2359,44.3089,960200,-73.2772,44.2063
"584",3501,-73.2359,44.3089,960100,-73.0674,44.2282
"585",3501,-73.2359,44.3089,3502,-73.0928,44.3292
"586",2800,-72.963,44.4763,3101,-73.0795,44.4561
"587",2800,-72.963,44.4763,2702,-73.0293,44.5202
"588",2800,-72.963,44.4763,3000,-72.9932,44.3942
"589",2800,-72.963,44.4763,2900,-72.9181,44.5128
"590",3502,-73.0928,44.3292,3102,-73.0984,44.4126
"591",3502,-73.0928,44.3292,3401,-73.1858,44.384
"592",3502,-73.0928,44.3292,960100,-73.0674,44.2282
"593",3502,-73.0928,44.3292,3000,-72.9932,44.3942
"594",3502,-73.0928,44.3292,3501,-73.2359,44.3089
"595",3502,-73.0928,44.3292,3503,-72.9522,44.289
"596",3503,-72.9522,44.289,954400,-72.7714,44.282
"597",3503,-72.9522,44.289,955800,-72.8751,44.2131
"598",3503,-72.9522,44.289,960100,-73.0674,44.2282
"599",3503,-72.9522,44.289,960600,-72.9358,43.9914
"600",3503,-72.9522,44.289,3000,-72.9932,44.3942
"601",3503,-72.9522,44.289,3502,-73.0928,44.3292
"602",3503,-72.9522,44.289,2900,-72.9181,44.5128
"603",2900,-72.9181,44.5128,2202,-73.1497,44.5484
"604",2900,-72.9181,44.5128,2103,-73.0906,44.6254
"605",2900,-72.9181,44.5128,954300,-72.7458,44.3853
"606",2900,-72.9181,44.5128,954400,-72.7714,44.282
"607",2900,-72.9181,44.5128,953100,-72.8188,44.6278
"608",2900,-72.9181,44.5128,953600,-72.7218,44.4814
"609",2900,-72.9181,44.5128,11000,-72.955,44.7052
"610",2900,-72.9181,44.5128,2701,-73.0937,44.5275
"611",2900,-72.9181,44.5128,2702,-73.0293,44.5202
"612",2900,-72.9181,44.5128,3000,-72.9932,44.3942
"613",2900,-72.9181,44.5128,2800,-72.963,44.4763
"614",2900,-72.9181,44.5128,3503,-72.9522,44.289
"615",2900,-72.9181,44.5128,10900,-73.1277,44.7282
"616",963700,-73.2666,43.6171,963600,-73.1741,43.6328
"617",962100,-72.9008,43.7676,962800,-72.8389,43.6003
"618",962100,-72.9008,43.7676,965400,-72.5856,43.7417
"619",962100,-72.9008,43.7676,962200,-73.0802,43.7997
"620",962100,-72.9008,43.7676,960600,-72.9358,43.9914
"621",962100,-72.9008,43.7676,966800,-72.7598,43.8644
"622",962100,-72.9008,43.7676,962700,-72.978,43.624
"623",962600,-73.0615,43.6138,963500,-73.0862,43.4901
"624",962600,-73.0615,43.6138,963600,-73.1741,43.6328
"625",962700,-72.978,43.624,962800,-72.8389,43.6003
"626",962700,-72.978,43.624,963200,-72.9934,43.6177
"627",962700,-72.978,43.624,963000,-72.9616,43.6156
"628",962700,-72.978,43.624,962100,-72.9008,43.7676
"629",962700,-72.978,43.624,962600,-73.0615,43.6138
"630",962700,-72.978,43.624,962500,-73.0366,43.6518
"631",962700,-72.978,43.624,962400,-73.0438,43.71
"632",962700,-72.978,43.624,963300,-72.9759,43.5979
"633",962700,-72.978,43.624,963400,-72.9854,43.5305
"634",962500,-73.0366,43.6518,962600,-73.0615,43.6138
"635",962500,-73.0366,43.6518,962700,-72.978,43.624
"636",962300,-73.2688,43.7087,963700,-73.2666,43.6171
"637",962300,-73.2688,43.7087,962400,-73.0438,43.71
"638",962300,-73.2688,43.7087,963600,-73.1741,43.6328
"639",962400,-73.0438,43.71,962200,-73.0802,43.7997
"640",962400,-73.0438,43.71,962100,-72.9008,43.7676
"641",962400,-73.0438,43.71,962600,-73.0615,43.6138
"642",962400,-73.0438,43.71,962700,-72.978,43.624
"643",962400,-73.0438,43.71,962500,-73.0366,43.6518
"644",962400,-73.0438,43.71,963600,-73.1741,43.6328
"645",957100,-71.923,44.5676,957000,-72.1012,44.606
"646",957100,-71.923,44.5676,957300,-72.0345,44.5497
"647",957100,-71.923,44.5676,957200,-71.9721,44.5391
"648",957100,-71.923,44.5676,957500,-71.9826,44.4526
"649",957100,-71.923,44.5676,957900,-72.0128,44.3481
"650",957400,-72.04,44.4583,957600,-72.1262,44.432
"651",957000,-72.1012,44.606,951900,-72.1183,44.8188
"652",957000,-72.1012,44.606,950200,-71.8695,44.8027
"653",957000,-72.1012,44.606,952000,-72.26,44.6436
"654",957000,-72.1012,44.606,957300,-72.0345,44.5497
"655",957700,-72.348,44.5236,954000,-72.3464,44.3331
"656",957700,-72.348,44.5236,953400,-72.4845,44.5322
"657",957700,-72.348,44.5236,957000,-72.1012,44.606
"658",957300,-72.0345,44.5497,957400,-72.04,44.4583
"659",957300,-72.0345,44.5497,957000,-72.1012,44.606
"660",957300,-72.0345,44.5497,957200,-71.9721,44.5391
"661",957800,-72.2043,44.2649,959000,-72.1198,44.1096
"662",957800,-72.2043,44.2649,959101,-72.3985,44.1135
"663",957800,-72.2043,44.2649,959102,-72.2697,44.086
"664",957800,-72.2043,44.2649,957600,-72.1262,44.432
"665",957800,-72.2043,44.2649,957900,-72.0128,44.3481
"666",957600,-72.1262,44.432,954000,-72.3464,44.3331
"667",957600,-72.1262,44.432,957000,-72.1012,44.606
"668",957600,-72.1262,44.432,957900,-72.0128,44.3481
"669",957200,-71.9721,44.5391,957100,-71.923,44.5676
"670",957500,-71.9826,44.4526,950500,-71.763,44.5344
"671",957500,-71.9826,44.4526,957100,-71.923,44.5676
"672",957500,-71.9826,44.4526,957400,-72.04,44.4583
"673",957900,-72.0128,44.3481,950500,-71.763,44.5344
"674",957900,-72.0128,44.3481,957100,-71.923,44.5676
"675",957900,-72.0128,44.3481,957800,-72.2043,44.2649
"676",957900,-72.0128,44.3481,957600,-72.1262,44.432
"677",957900,-72.0128,44.3481,957500,-71.9826,44.4526
"678",963300,-72.9759,43.5979,963100,-72.9794,43.6131
"679",963300,-72.9759,43.5979,962700,-72.978,43.624
"680",963400,-72.9854,43.5305,962800,-72.8389,43.6003
"681",963400,-72.9854,43.5305,962600,-73.0615,43.6138
"682",963400,-72.9854,43.5305,962700,-72.978,43.624
"683",963400,-72.9854,43.5305,963500,-73.0862,43.4901
"684",963500,-73.0862,43.4901,964000,-72.8693,43.4341
"685",963500,-73.0862,43.4901,964200,-72.9914,43.3516
"686",963500,-73.0862,43.4901,964300,-73.1874,43.359
"687",963500,-73.0862,43.4901,962600,-73.0615,43.6138
"688",963500,-73.0862,43.4901,963400,-72.9854,43.5305
"689",963500,-73.0862,43.4901,963600,-73.1741,43.6328
"690",963600,-73.1741,43.6328,963800,-73.1909,43.498
"691",963600,-73.1741,43.6328,962600,-73.0615,43.6138
"692",963600,-73.1741,43.6328,962400,-73.0438,43.71
"693",963600,-73.1741,43.6328,963500,-73.0862,43.4901
"694",10800,-73.0783,44.8112,10600,-73.1457,44.8105
"695",10800,-73.0783,44.8112,10700,-73.0909,44.8126
"696",10900,-73.1277,44.7282,2103,-73.0906,44.6254
"697",10900,-73.1277,44.7282,10600,-73.1457,44.8105
"698",10900,-73.1277,44.7282,10400,-72.8759,44.8027
"699",10900,-73.1277,44.7282,11000,-72.955,44.7052
"700",10900,-73.1277,44.7282,20200,-73.308,44.6696
"701",10900,-73.1277,44.7282,2101,-73.188,44.6601
"702",10900,-73.1277,44.7282,2900,-72.9181,44.5128
