OBJECTID,src_FID,nbr_FID,LENGTH,NODE_COUNT
-1,76,116,0.015276846228742,0
-1,76,119,0.007030735833399,0
-1,77,16,0.001700000154884,0
-1,77,56,0.009250479816261,0
-1,77,64,0.004309129737537,0
-1,77,71,0.023746028341263,0
-1,77,73,0.023001765965107,0
-1,77,76,0.020833738884253,0
-1,77,78,0.031135700296218,0
-1,78,16,0.028130827257357,0
-1,78,64,0.001958665244133,0
-1,78,66,0.039223146745102,0
-1,78,77,0.031135700296218,0
-1,79,5,0.010708877493813,0
-1,79,6,0.010482016911650,0
-1,79,7,0.008317626874765,0
-1,79,57,0.002174038229762,0
-1,79,74,0.002096317921874,0
-1,79,83,0.012942383967686,0
-1,80,34,0.018121906847610,0
-1,80,35,0.018772065947538,0
-1,80,98,0.037251544859163,0
-1,80,99,0.000000000000000,1
-1,81,18,0.000000000000000,1
-1,81,53,0.008075051385708,0
-1,81,58,0.010638817744766,0
-1,81,60,0.016543105630539,0
-1,81,91,0.008110076124171,0
-1,81,129,0.011210037235705,0
-1,82,2,0.007077221642503,0
-1,82,61,0.003815000561822,0
-1,82,70,0.010897330927470,0
-1,82,89,0.003152060525969,0
-1,82,107,0.007773220850112,0
-1,82,113,0.000000000000000,1
-1,82,119,0.000000000000000,1
-1,82,128,0.010850061389075,0
-1,83,24,0.010112265706531,0
-1,83,57,0.012296897532199,0
-1,83,74,0.024018754614568,0
-1,83,79,0.012942383967686,0
-1,84,55,0.009624101281976,0
-1,84,61,0.015138206163591,0
-1,84,67,0.017672349483651,0
-1,84,123,0.011372357465113,0
-1,84,124,0.021812053029480,0
-1,84,125,0.001818265004651,0
-1,84,128,0.005488858863989,0
-1,85,102,0.010068637858411,0
-1,85,104,0.013872376523943,0
-1,85,109,0.012838729482814,0
-1,85,110,0.016108166060061,0
-1,85,122,0.014938333143396,0
-1,86,1,0.001820264278296,0
-1,86,42,0.004762062092037,0
-1,86,96,0.006714674817840,0
-1,86,100,0.012743895148014,0
-1,86,105,0.023127370260464,0
-1,87,37,0.005487350354748,0
-1,87,39,0.007324459398715,0
-1,87,42,0.009056729859162,0
-1,87,43,0.003584819053299,0
-1,87,88,0.016174048520087,0
-1,88,39,0.008975141082235,0
-1,88,42,0.011754617006222,0
-1,88,87,0.016174048520087,0
-1,88,101,0.009035539895564,0
-1,88,105,0.012513046178930,0
-1,89,70,0.003597069386738,0
-1,89,71,0.005653080571107,0
-1,89,82,0.003152060525969,0
-1,89,107,0.013244475063302,0
-1,90,109,0.020509923255456,0
-1,90,122,0.011940832701961,0
-1,90,130,0.014287140872683,0
-1,91,52,0.020915319881042,0
-1,91,53,0.004998001174170,0
-1,91,81,0.008110076124171,0
-1,91,103,0.022482745077377,0
-1,91,129,0.002672042114590,0
-1,92,93,0.005199574330996,0
-1,92,94,0.015791652681206,0
-1,92,95,0.011614817188437,0
-1,92,96,0.011242866978317,0
-1,93,1,0.000113004240195,0
-1,93,92,0.005199574330996,0
-1,93,94,0.041912846536491,0
-1,93,100,0.013766124743700,0
-1,94,1,0.013494376307983,0
-1,94,92,0.015791652681206,0
-1,94,93,0.041912846536491,0
-1,94,95,0.018324810819743,0
-1,95,1,0.013709041501605,0
-1,95,92,0.011614817188437,0
-1,95,94,0.018324810819743,0
-1,95,96,0.018817168416096,0
-1,96,1,0.010296391349726,0
-1,96,86,0.006714674817840,0
-1,96,92,0.011242866978317,0
-1,96,95,0.018817168416096,0
-1,96,101,0.030608953862056,0
-1,96,105,0.003294051765797,0
-1,96,121,0.000000000000000,1
-1,96,122,0.036780133024645,0
-1,97,98,0.032290908893896,0
-1,97,99,0.019247322506001,0
-1,97,104,0.000000000000000,1
-1,97,109,0.012214791896626,0
-1,97,131,0.044277440634840,0
-1,98,35,0.000000000000000,1
-1,98,80,0.037251544859163,0
-1,98,97,0.032290908893896,0
-1,98,99,0.018594109235146,0
-1,99,35,0.009441577415925,0
-1,99,80,0.000000000000000,1
-1,99,97,0.019247322506001,0
-1,99,98,0.018594109235146,0
-1,99,104,0.016702015264023,0
-1,99,106,0.000000000000000,1
-1,99,109,0.000000000000000,1
-1,100,1,0.026829838412155,0
-1,100,42,0.001783189934443,0
-1,100,43,0.028022195539471,0
-1,100,86,0.012743895148014,0
-1,100,93,0.013766124743700,0
-1,101,38,0.008736107352564,0
-1,101,39,0.017588111967106,0
-1,101,88,0.009035539895564,0
-1,101,96,0.030608953862056,0
-1,101,102,0.015758177733293,0
-1,101,105,0.022327251571996,0
-1,101,122,0.008154140275296,0
-1,102,38,0.020511098663359,0
-1,102,44,0.006057061714613,0
-1,102,85,0.010068637858411,0
-1,102,101,0.015758177733293,0
-1,102,110,0.025233599867964,0
-1,102,122,0.022430739692077,0
-1,103,12,0.007244425012747,0
-1,103,52,0.005379049530540,0
-1,103,55,0.005390024766938,0
-1,103,91,0.022482745077377,0
-1,103,123,0.007246108351190,0
-1,103,129,0.008019132385841,0
-1,104,35,0.000000000000000,1
-1,104,85,0.013872376523943,0
-1,104,97,0.000000000000000,1
-1,104,99,0.016702015264023,0
-1,104,106,0.007165009309220,0
-1,104,109,0.011639198007513,0
-1,104,110,0.007740769015070,0
-1,105,42,0.008773197722341,0
-1,105,86,0.023127370260464,0
-1,105,88,0.012513046178930,0
-1,105,96,0.003294051765797,0
-1,105,101,0.022327251571996,0
-1,106,34,0.000000000000000,1
-1,106,35,0.016282063292764,0
-1,106,44,0.012635033348577,0
-1,106,99,0.000000000000000,1
-1,106,104,0.007165009309220,0
-1,106,110,0.018059896271219,0
-1,107,16,0.000000000000000,1
-1,107,17,0.016645227013486,0
-1,107,71,0.008070357020136,0
-1,107,82,0.007773220850112,0
-1,107,89,0.013244475063302,0
-1,107,111,0.004220007214686,0
-1,107,113,0.005867005044111,0
-1,107,128,0.000000000000000,1
-1,108,21,0.009116665739098,0
-1,108,22,0.001863214327015,0
-1,108,23,0.003505431556934,0
-1,108,41,0.009355937167517,0
-1,109,85,0.012838729482814,0
-1,109,90,0.020509923255456,0
-1,109,97,0.012214791896626,0
-1,109,99,0.000000000000000,1
-1,109,104,0.011639198007513,0
-1,109,122,0.012913148090542,0
-1,109,130,0.003033261159656,0
-1,109,131,0.010246928779364,0
-1,110,44,0.011083839037552,0
-1,110,85,0.016108166060061,0
-1,110,102,0.025233599867964,0
-1,110,104,0.007740769015070,0
-1,110,106,0.018059896271219,0
-1,111,17,0.006158188243190,0
-1,111,62,0.007266892741105,0
-1,111,107,0.004220007214686,0
-1,111,113,0.012148071436890,0
-1,111,127,0.005407001157212,0
-1,112,23,0.005609142372731,0
-1,112,28,0.010396106738439,0
-1,112,29,0.002919519364117,0
-1,112,64,0.006231224515254,0
-1,112,65,0.010651225265074,0
-1,112,117,0.002533513881231,0
-1,113,82,0.000000000000000,1
-1,113,107,0.005867005044111,0
-1,113,111,0.012148071436890,0
-1,113,126,0.012305010888050,0
-1,113,127,0.007189431622677,0
-1,113,128,0.014540728547475,0
-1,114,45,0.013797559142677,0
-1,114,51,0.015763808048276,0
-1,114,54,0.035022691889252,0
-1,115,0,0.008298162645895,0
-1,115,22,0.000000000000000,1
-1,115,24,0.008124200296075,0
-1,115,25,0.009246836662023,0
-1,115,27,0.005443731594225,0
-1,115,57,0.002590699021791,0
-1,115,121,0.017171582313546,0
-1,116,3,0.011499153116599,0
-1,116,4,0.000824621200246,0
-1,116,68,0.009995116124422,0
-1,116,69,0.011200344466600,0
-1,116,76,0.015276846228742,0
-1,116,118,0.013925941708387,0
-1,116,119,0.005563383750079,0
-1,117,21,0.001927004789894,0
-1,117,23,0.008640024876845,0
-1,117,27,0.007541057567434,0
-1,117,28,0.008692137619816,0
-1,117,31,0.003904005813400,0
-1,117,32,0.003956006802444,0
-1,117,112,0.002533513881231,0
-1,118,2,0.000000000000000,1
-1,118,67,0.008142102195465,0
-1,118,69,0.008476589554385,0
-1,118,116,0.013925941708387,0
-1,118,119,0.011761535647348,0
-1,119,2,0.010864400288088,0
-1,119,67,0.000000000000000,1
-1,119,70,0.008112518789394,0
-1,119,71,0.005065259650443,0
-1,119,76,0.007030735833399,0
-1,119,82,0.000000000000000,1
-1,119,116,0.005563383750079,0
-1,119,118,0.011761535647348,0
-1,120,72,0.049172704500898,0
-1,120,74,0.020890213185442,0
-1,121,27,0.003142022495776,0
-1,121,32,0.010081521973027,0
-1,121,96,0.000000000000000,1
-1,121,115,0.017171582313546,0
-1,121,122,0.017168088412283,0
-1,122,31,0.000000000000000,1
-1,122,32,0.013845874727257,0
-1,122,85,0.014938333143396,0
-1,122,90,0.011940832701961,0
-1,122,96,0.036780133024645,0
-1,122,101,0.008154140275296,0
-1,122,102,0.022430739692077,0
-1,122,109,0.012913148090542,0
-1,122,121,0.017168088412283,0
-1,122,130,0.015372921511985,0
-1,123,12,0.016781379206997,0
-1,123,55,0.005320023884368,0
-1,123,84,0.011372357465113,0
-1,123,103,0.007246108351190,0
-1,123,124,0.008626722942068,0
-1,124,11,0.021608227589550,0
-1,124,12,0.005915800924883,0
-1,124,84,0.021812053029480,0
-1,124,123,0.008626722942068,0
-1,124,125,0.010920715285596,0
-1,125,10,0.009809978971630,0
-1,125,11,0.005437135175238,0
-1,125,84,0.001818265004651,0
-1,125,124,0.010920715285596,0
-1,125,126,0.011997315612638,0
-1,125,128,0.011278646896223,0
-1,126,10,0.001181844586610,0
-1,126,33,0.011849114251055,0
-1,126,54,0.010924310083790,0
-1,126,113,0.012305010888050,0
-1,126,125,0.011997315612638,0
-1,126,127,0.005309097491366,0
-1,126,128,0.001316031538385,0
-1,127,54,0.019573786153441,0
-1,127,62,0.010727007138546,0
-1,127,111,0.005407001157212,0
-1,127,113,0.007189431622677,0
-1,127,126,0.005309097491366,0
-1,128,61,0.007234111096198,0
-1,128,82,0.010850061389075,0
-1,128,84,0.005488858863989,0
-1,128,107,0.000000000000000,1
-1,128,113,0.014540728547475,0
-1,128,125,0.011278646896223,0
-1,128,126,0.001316031538385,0
-1,129,14,0.002203016912503,0
-1,129,18,0.008612016059359,0
-1,129,55,0.010935139159566,0
-1,129,60,0.000000000000000,1
-1,129,81,0.011210037235705,0
-1,129,91,0.002672042114590,0
-1,129,103,0.008019132385841,0
-1,130,30,0.001235215804017,0
-1,130,31,0.017776241984276,0
-1,130,32,0.000000000000000,1
-1,130,90,0.014287140872683,0
-1,130,109,0.003033261159656,0
-1,130,122,0.015372921511985,0
-1,130,131,0.012222884080702,0
-1,131,30,0.037861482474222,0
-1,131,97,0.044277440634840,0
-1,131,109,0.010246928779364,0
-1,131,130,0.012222884080702,0
