OBJECTID,src_FID,nbr_FID,LENGTH,NODE_COUNT
-1,0,24,0.015065614025986,0
-1,0,57,0.004532973942587,0
-1,0,115,0.008298162645895,0
-1,1,86,0.001820264278296,0
-1,1,93,0.000113004240195,0
-1,1,94,0.013494376307983,0
-1,1,95,0.013709041501605,0
-1,1,96,0.010296391349726,0
-1,1,100,0.026829838412155,0
-1,2,61,0.010955000252058,0
-1,2,67,0.008925369432055,0
-1,2,70,0.000000000000000,1
-1,2,82,0.007077221642503,0
-1,2,118,0.000000000000000,1
-1,2,119,0.010864400288088,0
-1,3,4,0.001503329570706,0
-1,3,5,0.015357153158231,0
-1,3,6,0.010587027178939,0
-1,3,20,0.006770961739787,0
-1,3,68,0.007882088315993,0
-1,3,75,0.013432873215660,0
-1,3,116,0.011499153116599,0
-1,4,3,0.001503329570706,0
-1,4,5,0.012448297987301,0
-1,4,22,0.012900831470283,0
-1,4,41,0.001612958800205,0
-1,4,56,0.021170227325826,0
-1,4,57,0.000000000000000,1
-1,4,76,0.018519652203091,0
-1,4,116,0.000824621200246,0
-1,5,3,0.015357153158231,0
-1,5,4,0.012448297987301,0
-1,5,6,0.008164560347123,0
-1,5,22,0.000000000000000,1
-1,5,57,0.011657248668122,0
-1,5,79,0.010708877493813,0
-1,6,3,0.010587027178939,0
-1,6,5,0.008164560347123,0
-1,6,7,0.007838596849083,0
-1,6,75,0.001342001105361,0
-1,6,79,0.010482016911650,0
-1,7,6,0.007838596849083,0
-1,7,74,0.021705351258529,0
-1,7,75,0.013183331279859,0
-1,7,79,0.008317626874765,0
-1,8,9,0.012714581288108,0
-1,8,12,0.005711193920444,0
-1,8,48,0.017782615182360,0
-1,8,49,0.016373004803387,0
-1,8,52,0.016489885341274,0
-1,9,8,0.012714581288108,0
-1,9,48,0.009064036744669,0
-1,9,52,0.031347957510926,0
-1,10,11,0.010921261250465,0
-1,10,33,0.012089587809562,0
-1,10,49,0.000000000000000,1
-1,10,50,0.012922594521387,0
-1,10,125,0.009809978971630,0
-1,10,126,0.001181844586610,0
-1,11,10,0.010921261250465,0
-1,11,12,0.003630484985721,0
-1,11,49,0.029761316800374,0
-1,11,50,0.000000000000000,1
-1,11,124,0.021608227589550,0
-1,11,125,0.005437135175238,0
-1,12,8,0.005711193920444,0
-1,12,11,0.003630484985721,0
-1,12,49,0.010763599038721,0
-1,12,52,0.001437402782035,0
-1,12,103,0.007244425012747,0
-1,12,123,0.016781379206997,0
-1,12,124,0.005915800924883,0
-1,13,53,0.022501568707406,0
-1,13,58,0.027182728228704,0
-1,14,18,0.012625566696427,0
-1,14,20,0.005542056212339,0
-1,14,55,0.010067261123388,0
-1,14,67,0.015012965599048,0
-1,14,68,0.008254590579679,0
-1,14,69,0.000000000000000,1
-1,14,129,0.002203016912503,0
-1,15,16,0.038399150124907,0
-1,15,17,0.013161290030965,0
-1,15,54,0.043312537141542,0
-1,15,62,0.008814598978442,0
-1,16,15,0.038399150124907,0
-1,16,17,0.034585748734759,0
-1,16,71,0.018385511190824,0
-1,16,77,0.001700000154884,0
-1,16,78,0.028130827257357,0
-1,16,107,0.000000000000000,1
-1,17,15,0.013161290030965,0
-1,17,16,0.034585748734759,0
-1,17,62,0.014443029702556,0
-1,17,71,0.000000000000000,1
-1,17,107,0.016645227013486,0
-1,17,111,0.006158188243190,0
-1,18,14,0.012625566696427,0
-1,18,19,0.003695025523858,0
-1,18,20,0.008818394944832,0
-1,18,60,0.007233189507183,0
-1,18,81,0.000000000000000,1
-1,18,129,0.008612016059359,0
-1,19,18,0.003695025523858,0
-1,19,20,0.016006254147159,0
-1,19,59,0.009186783468786,0
-1,19,60,0.021419018766848,0
-1,19,63,0.011948580111994,0
-1,19,75,0.009358817685670,0
-1,20,3,0.006770961739787,0
-1,20,14,0.005542056212339,0
-1,20,18,0.008818394944832,0
-1,20,19,0.016006254147159,0
-1,20,68,0.015939308990903,0
-1,20,75,0.007647901656349,0
-1,21,22,0.001035410475750,0
-1,21,23,0.006402582681063,0
-1,21,26,0.010543342821123,0
-1,21,27,0.003118585473460,0
-1,21,108,0.009116665739098,0
-1,21,117,0.001927004789894,0
-1,22,4,0.012900831470283,0
-1,22,5,0.000000000000000,1
-1,22,21,0.001035410475750,0
-1,22,25,0.004778472394030,0
-1,22,26,0.004458249721622,0
-1,22,41,0.006875784028299,0
-1,22,57,0.013196876353822,0
-1,22,108,0.001863214327015,0
-1,22,115,0.000000000000000,1
-1,23,21,0.006402582681063,0
-1,23,41,0.003193408065979,0
-1,23,56,0.008335034516959,0
-1,23,65,0.005730386743745,0
-1,23,108,0.003505431556934,0
-1,23,112,0.005609142372731,0
-1,23,117,0.008640024876845,0
-1,24,0,0.015065614025986,0
-1,24,57,0.009138150357392,0
-1,24,74,0.011504393539214,0
-1,24,83,0.010112265706531,0
-1,24,115,0.008124200296075,0
-1,25,22,0.004778472394030,0
-1,25,26,0.011711946568537,0
-1,25,27,0.006716479156876,0
-1,25,57,0.000000000000000,1
-1,25,115,0.009246836662023,0
-1,26,21,0.010543342821123,0
-1,26,22,0.004458249721622,0
-1,26,25,0.011711946568537,0
-1,26,27,0.003611464316774,0
-1,27,21,0.003118585473460,0
-1,27,25,0.006716479156876,0
-1,27,26,0.003611464316774,0
-1,27,32,0.003777006186998,0
-1,27,115,0.005443731594225,0
-1,27,117,0.007541057567434,0
-1,27,121,0.003142022495776,0
-1,28,29,0.008416683231886,0
-1,28,30,0.000000000000000,1
-1,28,31,0.010544021169794,0
-1,28,112,0.010396106738439,0
-1,28,117,0.008692137619816,0
-1,29,28,0.008416683231886,0
-1,29,30,0.009816019891722,0
-1,29,31,0.000000000000000,1
-1,29,64,0.010132331195733,0
-1,29,66,0.011457493047089,0
-1,29,112,0.002919519364117,0
-1,30,28,0.000000000000000,1
-1,30,29,0.009816019891722,0
-1,30,31,0.008676215861827,0
-1,30,66,0.032534377725269,0
-1,30,130,0.001235215804017,0
-1,30,131,0.037861482474222,0
-1,31,28,0.010544021169794,0
-1,31,29,0.000000000000000,1
-1,31,30,0.008676215861827,0
-1,31,32,0.005936105452102,0
-1,31,117,0.003904005813400,0
-1,31,122,0.000000000000000,1
-1,31,130,0.017776241984276,0
-1,32,27,0.003777006186998,0
-1,32,31,0.005936105452102,0
-1,32,117,0.003956006802444,0
-1,32,121,0.010081521973027,0
-1,32,122,0.013845874727257,0
-1,32,130,0.000000000000000,1
-1,33,10,0.012089587809562,0
-1,33,50,0.008861632150596,0
-1,33,51,0.007178890717520,0
-1,33,54,0.003667037865151,0
-1,33,126,0.011849114251055,0
-1,34,35,0.005588047236426,0
-1,34,36,0.034369034980924,0
-1,34,44,0.017854446585634,0
-1,34,80,0.018121906847610,0
-1,34,106,0.000000000000000,1
-1,35,34,0.005588047236426,0
-1,35,44,0.000000000000000,1
-1,35,80,0.018772065947538,0
-1,35,98,0.000000000000000,1
-1,35,99,0.009441577415925,0
-1,35,104,0.000000000000000,1
-1,35,106,0.016282063292764,0
-1,36,34,0.034369034980924,0
-1,36,44,0.007486325471217,0
-1,37,40,0.027545378800405,0
-1,37,43,0.017571751893159,0
-1,37,87,0.005487350354748,0
-1,38,39,0.025364271534439,0
-1,38,101,0.008736107352564,0
-1,38,102,0.020511098663359,0
-1,39,38,0.025364271534439,0
-1,39,87,0.007324459398715,0
-1,39,88,0.008975141082235,0
-1,39,101,0.017588111967106,0
-1,40,37,0.027545378800405,0
-1,40,43,0.013548155867286,0
-1,41,4,0.001612958800205,0
-1,41,22,0.006875784028299,0
-1,41,23,0.003193408065979,0
-1,41,56,0.006515642062364,0
-1,41,108,0.009355937167517,0
-1,42,43,0.027062128463881,0
-1,42,86,0.004762062092037,0
-1,42,87,0.009056729859162,0
-1,42,88,0.011754617006222,0
-1,42,100,0.001783189934443,0
-1,42,105,0.008773197722341,0
-1,43,37,0.017571751893159,0
-1,43,40,0.013548155867286,0
-1,43,42,0.027062128463881,0
-1,43,87,0.003584819053299,0
-1,43,100,0.028022195539471,0
-1,44,34,0.017854446585634,0
-1,44,35,0.000000000000000,1
-1,44,36,0.007486325471217,0
-1,44,102,0.006057061714613,0
-1,44,106,0.012635033348577,0
-1,44,110,0.011083839037552,0
-1,45,46,0.014505365133433,0
-1,45,50,0.005530087672882,0
-1,45,51,0.006027882506117,0
-1,45,114,0.013797559142677,0
-1,46,45,0.014505365133433,0
-1,46,47,0.010960898749617,0
-1,46,49,0.014859339996309,0
-1,46,50,0.016366010952589,0
-1,47,46,0.010960898749617,0
-1,47,48,0.005465659558782,0
-1,47,49,0.022863410467489,0
-1,48,8,0.017782615182360,0
-1,48,9,0.009064036744669,0
-1,48,47,0.005465659558782,0
-1,48,49,0.005439332216341,0
-1,49,8,0.016373004803387,0
-1,49,10,0.000000000000000,1
-1,49,11,0.029761316800374,0
-1,49,12,0.010763599038721,0
-1,49,46,0.014859339996309,0
-1,49,47,0.022863410467489,0
-1,49,48,0.005439332216341,0
-1,49,50,0.007653244326710,0
-1,50,10,0.012922594521387,0
-1,50,11,0.000000000000000,1
-1,50,33,0.008861632150596,0
-1,50,45,0.005530087672882,0
-1,50,46,0.016366010952589,0
-1,50,49,0.007653244326710,0
-1,50,51,0.007640946760145,0
-1,51,33,0.007178890717520,0
-1,51,45,0.006027882506117,0
-1,51,50,0.007640946760145,0
-1,51,54,0.012600585296774,0
-1,51,114,0.015763808048276,0
-1,52,8,0.016489885341274,0
-1,52,9,0.031347957510926,0
-1,52,12,0.001437402782035,0
-1,52,53,0.039977228053983,0
-1,52,91,0.020915319881042,0
-1,52,103,0.005379049530540,0
-1,53,13,0.022501568707406,0
-1,53,52,0.039977228053983,0
-1,53,58,0.005420027161562,0
-1,53,81,0.008075051385708,0
-1,53,91,0.004998001174170,0
-1,54,15,0.043312537141542,0
-1,54,33,0.003667037865151,0
-1,54,51,0.012600585296774,0
-1,54,62,0.005368003269614,0
-1,54,114,0.035022691889252,0
-1,54,126,0.010924310083790,0
-1,54,127,0.019573786153441,0
-1,55,14,0.010067261123388,0
-1,55,67,0.001919876841914,0
-1,55,84,0.009624101281976,0
-1,55,103,0.005390024766938,0
-1,55,123,0.005320023884368,0
-1,55,129,0.010935139159566,0
-1,56,4,0.021170227325826,0
-1,56,23,0.008335034516959,0
-1,56,41,0.006515642062364,0
-1,56,65,0.001012156430636,0
-1,56,73,0.007073888914892,0
-1,56,76,0.005317026755005,0
-1,56,77,0.009250479816261,0
-1,57,0,0.004532973942587,0
-1,57,4,0.000000000000000,1
-1,57,5,0.011657248668122,0
-1,57,22,0.013196876353822,0
-1,57,24,0.009138150357392,0
-1,57,25,0.000000000000000,1
-1,57,79,0.002174038229762,0
-1,57,83,0.012296897532199,0
-1,57,115,0.002590699021791,0
-1,58,13,0.027182728228704,0
-1,58,53,0.005420027161562,0
-1,58,59,0.034128440177770,0
-1,58,60,0.005839017873756,0
-1,58,81,0.010638817744766,0
-1,59,19,0.009186783468786,0
-1,59,58,0.034128440177770,0
-1,59,60,0.007133933891215,0
-1,59,63,0.003830349673589,0
-1,59,72,0.033456982291678,0
-1,60,18,0.007233189507183,0
-1,60,19,0.021419018766848,0
-1,60,58,0.005839017873756,0
-1,60,59,0.007133933891215,0
-1,60,81,0.016543105630539,0
-1,60,129,0.000000000000000,1
-1,61,2,0.010955000252058,0
-1,61,67,0.023464481146881,0
-1,61,82,0.003815000561822,0
-1,61,84,0.015138206163591,0
-1,61,128,0.007234111096198,0
-1,62,15,0.008814598978442,0
-1,62,17,0.014443029702556,0
-1,62,54,0.005368003269614,0
-1,62,111,0.007266892741105,0
-1,62,127,0.010727007138546,0
-1,63,19,0.011948580111994,0
-1,63,59,0.003830349673589,0
-1,63,72,0.026394409583514,0
-1,63,74,0.015418982457960,0
-1,63,75,0.015735503827802,0
-1,64,29,0.010132331195733,0
-1,64,65,0.006032068859990,0
-1,64,66,0.013297825726503,0
-1,64,73,0.006892253657621,0
-1,64,77,0.004309129737537,0
-1,64,78,0.001958665244133,0
-1,64,112,0.006231224515254,0
-1,65,23,0.005730386743745,0
-1,65,56,0.001012156430636,0
-1,65,64,0.006032068859990,0
-1,65,73,0.010171190542745,0
-1,65,112,0.010651225265074,0
-1,66,29,0.011457493047089,0
-1,66,30,0.032534377725269,0
-1,66,64,0.013297825726503,0
-1,66,78,0.039223146745102,0
-1,67,2,0.008925369432055,0
-1,67,14,0.015012965599048,0
-1,67,55,0.001919876841914,0
-1,67,61,0.023464481146881,0
-1,67,68,0.000000000000000,1
-1,67,69,0.010836266298558,0
-1,67,84,0.017672349483651,0
-1,67,118,0.008142102195465,0
-1,67,119,0.000000000000000,1
-1,68,3,0.007882088315993,0
-1,68,14,0.008254590579679,0
-1,68,20,0.015939308990903,0
-1,68,67,0.000000000000000,1
-1,68,69,0.008336889592020,0
-1,68,116,0.009995116124422,0
-1,69,14,0.000000000000000,1
-1,69,67,0.010836266298558,0
-1,69,68,0.008336889592020,0
-1,69,116,0.011200344466600,0
-1,69,118,0.008476589554385,0
-1,70,2,0.000000000000000,1
-1,70,71,0.015665820325102,0
-1,70,82,0.010897330927470,0
-1,70,89,0.003597069386738,0
-1,70,119,0.008112518789394,0
-1,71,16,0.018385511190824,0
-1,71,17,0.000000000000000,1
-1,71,70,0.015665820325102,0
-1,71,76,0.011847649635912,0
-1,71,77,0.023746028341263,0
-1,71,89,0.005653080571107,0
-1,71,107,0.008070357020136,0
-1,71,119,0.005065259650443,0
-1,72,59,0.033456982291678,0
-1,72,63,0.026394409583514,0
-1,72,74,0.011979350272457,0
-1,72,120,0.049172704500898,0
-1,73,56,0.007073888914892,0
-1,73,64,0.006892253657621,0
-1,73,65,0.010171190542745,0
-1,73,77,0.023001765965107,0
-1,74,7,0.021705351258529,0
-1,74,24,0.011504393539214,0
-1,74,63,0.015418982457960,0
-1,74,72,0.011979350272457,0
-1,74,75,0.008665107351939,0
-1,74,79,0.002096317921874,0
-1,74,83,0.024018754614568,0
-1,74,120,0.020890213185442,0
-1,75,3,0.013432873215660,0
-1,75,6,0.001342001105361,0
-1,75,7,0.013183331279859,0
-1,75,19,0.009358817685670,0
-1,75,20,0.007647901656349,0
-1,75,63,0.015735503827802,0
-1,75,74,0.008665107351939,0
-1,76,4,0.018519652203091,0
-1,76,56,0.005317026755005,0
-1,76,71,0.011847649635912,0
-1,76,77,0.020833738884253,0
