OID_,src_FID,nbr_FID,LENGTH,NODE_COUNT
383,69,87,0.130100925662802,0
384,69,170,0.048133783770835,0
385,69,189,0.261186937115266,0
386,69,190,0.126307697000313,0
387,70,40,0.095321727608421,0
388,70,42,0.127858083912454,0
389,70,50,0.036118249483194,0
390,70,52,0.053077160004586,0
391,70,56,0.071977932968279,0
392,70,147,0.206326047051146,0
393,70,182,0.066990657699900,0
394,71,84,0.054131158236285,0
395,71,139,0.026026682021217,0
396,71,140,0.117043984801594,0
397,71,144,0.114076086048589,0
398,71,157,0.079368395796257,0
399,72,73,0.158473116370252,0
400,72,103,0.114557164228603,0
401,72,158,0.099152631162472,0
402,73,72,0.158473116370252,0
403,73,75,0.139977290234290,0
404,73,141,0.000023086065534,0
405,73,158,0.010352016237256,0
406,74,42,0.125064954880666,0
407,74,67,0.124408208518965,0
408,74,134,0.118257169917294,0
409,74,138,0.225653513973235,0
410,74,140,0.103797510729038,0
411,74,143,0.006121951563305,0
412,74,144,0.097716989338787,0
413,74,159,0.154723555136266,0
414,74,161,0.136615810745096,0
415,74,171,0.113570993023893,0
416,75,73,0.139977290234290,0
417,75,84,0.059221610195998,0
418,75,141,0.099665509499459,0
419,75,157,0.076043101547796,0
420,76,77,0.209410062365040,0
421,76,80,0.061562456086709,0
422,76,90,0.137776163216556,0
423,76,91,0.000000000000000,1
424,76,114,0.068928354418203,0
425,76,115,0.136653624491251,0
426,76,162,0.000000000000000,1
427,76,191,0.068652447466584,0
428,76,192,0.178273036151531,0
429,77,76,0.209410062365040,0
430,77,81,0.198535361453543,0
431,77,82,0.065550512611722,0
432,77,90,0.076129557390450,0
433,77,115,0.174193800402580,0
434,78,79,0.197863922145754,0
435,78,82,0.171715841988581,0
436,78,90,0.184924410832634,0
437,79,7,0.070184877625517,0
438,79,26,0.180883989293753,0
439,79,63,0.113890215114128,0
440,79,78,0.197863922145754,0
441,79,90,0.036885198352596,0
442,80,76,0.061562456086709,0
443,80,191,0.031987546514340,0
444,81,77,0.198535361453543,0
445,81,82,0.295556940902515,0
446,82,77,0.065550512611722,0
447,82,78,0.171715841988581,0
448,82,81,0.295556940902515,0
449,82,90,0.164198564546514,0
450,83,19,0.005521079221254,0
451,83,117,0.004262135658022,0
452,83,153,0.016606299425850,0
453,83,155,0.013791794912781,0
454,84,71,0.054131158236285,0
455,84,75,0.059221610195998,0
456,84,157,0.089977374551369,0
457,85,67,0.161893796865032,0
458,85,86,0.185659651977078,0
459,85,142,0.128586742550247,0
460,85,160,0.104379264014315,0
461,85,161,0.048619163681295,0
462,85,188,0.092659705738642,0
463,85,189,0.098856078214688,0
464,86,3,0.166654210168820,0
465,86,31,0.120331387720660,0
466,86,85,0.185659651977078,0
467,86,87,0.094373572437924,0
468,86,160,0.085699664309782,0
469,86,189,0.099214383219788,0
470,87,3,0.132120018723773,0
471,87,69,0.130100925662802,0
472,87,86,0.094373572437924,0
473,87,189,0.001029629328827,0
474,88,68,0.010010984332690,0
475,88,89,0.011486843946231,0
476,88,173,0.058275502503827,0
477,88,187,0.030598638571564,0
478,89,68,0.041646608167955,0
479,89,88,0.011486843946231,0
480,89,187,0.010153911642735,0
481,90,63,0.164465331530501,0
482,90,76,0.137776163216556,0
483,90,77,0.076129557390450,0
484,90,78,0.184924410832634,0
485,90,79,0.036885198352596,0
486,90,82,0.164198564546514,0
487,90,91,0.304588508331798,0
488,90,192,0.000000000000000,1
489,91,25,0.000000000000000,1
490,91,63,0.039122355564858,0
491,91,64,0.192456800992660,0
492,91,76,0.000000000000000,1
493,91,90,0.304588508331798,0
494,91,169,0.115718851068622,0
495,91,192,0.130548514238623,0
496,92,47,0.060819587584430,0
497,92,49,0.038261778315205,0
498,92,62,0.013094480739677,0
499,92,93,0.204984427839247,0
500,92,135,0.119930182978211,0
501,93,40,0.084009932651613,0
502,93,41,0.157810853433516,0
503,93,49,0.062032855904712,0
504,93,62,0.089156864639807,0
505,93,92,0.204984427839247,0
506,93,128,0.079881749231771,0
507,94,7,0.186725210571864,0
508,94,27,0.119652289989082,0
509,94,65,0.010295912439230,0
510,94,179,0.199878875637210,0
511,94,180,0.118577709470411,0
512,95,31,0.137095689706191,0
513,95,100,0.120533489430195,0
514,95,102,0.096531066343848,0
515,95,160,0.092219856373267,0
516,96,97,0.076963962442396,0
517,96,99,0.057427936683381,0
518,96,106,0.072450242037403,0
519,96,107,0.091249695113814,0
520,96,110,0.030822155316410,0
521,97,96,0.076963962442396,0
522,97,99,0.067613122344031,0
523,97,100,0.027520806562020,0
524,97,105,0.075180658174923,0
525,97,106,0.022755419698696,0
526,97,109,0.091507514519555,0
527,98,1,0.000000000000000,1
528,98,104,0.231417273664956,0
529,98,105,0.066196876916824,0
530,98,106,0.023030241673965,0
531,98,111,0.126173746603415,0
532,99,96,0.057427936683381,0
533,99,97,0.067613122344031,0
534,99,110,0.029104681449021,0
535,100,95,0.120533489430195,0
536,100,97,0.027520806562020,0
537,100,101,0.111602470222912,0
538,100,102,0.144464955547814,0
539,100,103,0.108884468344231,0
540,100,104,0.029745640956507,0
541,100,105,0.183259098199242,0
542,100,109,0.067041578279109,0
543,100,158,0.131824124515379,0
544,100,160,0.046066642878541,0
545,101,100,0.111602470222912,0
546,101,103,0.085265937241926,0
547,101,108,0.033675475927750,0
548,101,109,0.126289652696824,0
549,102,31,0.052337800861898,0
550,102,95,0.096531066343848,0
551,102,100,0.144464955547814,0
552,102,104,0.198867436520540,0
553,103,72,0.114557164228603,0
554,103,100,0.108884468344231,0
555,103,101,0.085265937241926,0
556,103,108,0.080095699062185,0
557,103,158,0.006368423877163,0
558,104,0,0.097052194840913,0
559,104,1,0.175463908149898,0
560,104,31,0.131557900023551,0
561,104,98,0.231417273664956,0
562,104,100,0.029745640956507,0
563,104,102,0.198867436520540,0
564,104,105,0.037217468246819,0
565,104,111,0.000000000000000,1
566,105,97,0.075180658174923,0
567,105,98,0.066196876916824,0
568,105,100,0.183259098199242,0
569,105,104,0.037217468246819,0
570,105,106,0.100433237445625,0
571,106,96,0.072450242037403,0
572,106,97,0.022755419698696,0
573,106,98,0.023030241673965,0
574,106,105,0.100433237445625,0
575,106,107,0.094378924242553,0
576,106,111,0.095778129675285,0
577,106,112,0.090227849380506,0
578,107,96,0.091249695113814,0
579,107,106,0.094378924242553,0
580,107,110,0.043157592017084,0
581,108,101,0.033675475927750,0
582,108,103,0.080095699062185,0
583,109,97,0.091507514519555,0
584,109,100,0.067041578279109,0
585,109,101,0.126289652696824,0
586,110,96,0.030822155316410,0
587,110,99,0.029104681449021,0
588,110,107,0.043157592017084,0
589,111,1,0.097725576352339,0
590,111,98,0.126173746603415,0
591,111,104,0.000000000000000,1
592,111,106,0.095778129675285,0
593,111,112,0.124391232258351,0
594,112,1,0.090662927341705,0
595,112,106,0.090227849380506,0
596,112,111,0.124391232258351,0
597,113,12,0.028744326929285,0
598,113,15,0.070421821617506,0
599,113,16,0.086065257380405,0
600,113,22,0.064229817277823,0
601,113,114,0.025495748501283,0
602,113,162,0.061326941965821,0
603,114,15,0.096760103860948,0
604,114,76,0.068928354418203,0
605,114,113,0.025495748501283,0
606,114,115,0.107638324659462,0
607,114,162,0.126611079863989,0
608,114,192,0.000000000000000,1
609,115,76,0.136653624491251,0
610,115,77,0.174193800402580,0
611,115,114,0.107638324659462,0
612,116,121,0.002713586630404,0
613,116,123,0.126314639882967,0
614,116,128,0.051167097391859,0
615,116,171,0.049851920877611,0
616,116,175,0.090667839024050,0
617,116,176,0.138943607128222,0
618,117,17,0.031865474878487,0
619,117,19,0.002303025448776,0
620,117,83,0.004262135658022,0
621,117,131,0.012817241027021,0
622,117,132,0.033715868394490,0
623,117,145,0.005510362863197,0
624,117,153,0.013353767314672,0
625,117,156,0.000000000000000,1
626,118,20,0.010230435855144,0
627,118,119,0.010119237903132,0
628,118,120,0.005626602225118,0
629,118,132,0.016586493519779,0
630,118,155,0.017652229031857,0
631,119,19,0.005502185525080,0
632,119,118,0.010119237903132,0
633,119,132,0.013382161918033,0
634,119,155,0.008057870450997,0
635,120,20,0.040146588918096,0
636,120,118,0.005626602225118,0
637,120,148,0.009974807133766,0
638,120,155,0.015966645569419,0
639,121,116,0.002713586630404,0
640,121,123,0.146963940987805,0
641,121,124,0.242164034525264,0
642,121,129,0.082143386551521,0
643,121,175,0.292161766147498,0
644,122,124,0.152395379029827,0
645,122,127,0.165953804360881,0
646,122,128,0.175037230856295,0
647,122,130,0.046423856157291,0
648,123,116,0.126314639882967,0
649,123,121,0.146963940987805,0
650,123,128,0.144777154069372,0
651,123,129,0.047324487523703,0
652,123,130,0.058985762020815,0
653,124,121,0.242164034525264,0
654,124,122,0.152395379029827,0
655,124,125,0.050686968651220,0
656,124,126,0.219042983899182,0
657,124,127,0.027658469590641,0
658,124,129,0.058874448020834,0
659,124,130,0.068811065799501,0
660,125,124,0.050686968651220,0
661,125,126,0.057802179465981,0
662,126,124,0.219042983899182,0
663,126,125,0.057802179465981,0
664,126,127,0.094761494811887,0
665,126,165,0.116963642779271,0
666,127,48,0.000000000000000,1
667,127,122,0.165953804360881,0
668,127,124,0.027658469590641,0
669,127,126,0.094761494811887,0
670,127,128,0.067040100691999,0
671,127,165,0.052001795862424,0
672,127,167,0.151999709429994,0
673,127,168,0.181052555196353,0
674,128,41,0.083225036696823,0
675,128,48,0.018181911346232,0
676,128,62,0.193498714921025,0
677,128,93,0.079881749231771,0
678,128,116,0.051167097391859,0
679,128,122,0.175037230856295,0
680,128,123,0.144777154069372,0
681,128,127,0.067040100691999,0
682,128,130,0.079512473787970,0
683,128,159,0.356975467423638,0
684,128,168,0.000000000000000,1
685,128,171,0.061157546944321,0
686,129,121,0.082143386551521,0
687,129,123,0.047324487523703,0
688,129,124,0.058874448020834,0
689,129,130,0.120117903829922,0
690,130,122,0.046423856157291,0
691,130,123,0.058985762020815,0
692,130,124,0.068811065799501,0
693,130,128,0.079512473787970,0
694,130,129,0.120117903829922,0
695,131,20,0.005457703053852,0
696,131,117,0.012817241027021,0
697,131,132,0.024276761485009,0
698,131,145,0.043781482204416,0
699,131,146,0.030897814604391,0
700,132,19,0.006980560508769,0
701,132,20,0.008811419803225,0
702,132,117,0.033715868394490,0
703,132,118,0.016586493519779,0
704,132,119,0.013382161918033,0
705,132,131,0.024276761485009,0
706,133,36,0.316017452004829,0
707,133,177,0.337182499632754,0
708,133,179,0.100922048087225,0
709,133,185,0.000000000000000,1
710,133,186,0.133299921622252,0
711,134,42,0.000010817152638,0
712,134,43,0.139779343676769,0
713,134,74,0.118257169917294,0
714,134,143,0.121998888317056,0
715,135,47,0.058107258905547,0
716,135,48,0.116027964872772,0
717,135,62,0.089102103846716,0
718,135,92,0.119930182978211,0
719,136,45,0.097190053383075,0
720,136,46,0.140697229107418,0
721,136,47,0.104695276356372,0
722,136,49,0.030516080736582,0
723,136,51,0.066887348658195,0
724,136,55,0.039607965256127,0
725,136,58,0.000000000000000,1
726,136,65,0.117600893912419,0
727,136,66,0.099238280515260,0
728,137,51,0.007787591129721,0
729,137,53,0.034382215126639,0
730,137,54,0.009019728308140,0
731,138,38,0.000113933871152,0
732,138,42,0.121629409303090,0
733,138,74,0.225653513973235,0
734,138,159,0.109292596700982,0
735,139,71,0.026026682021217,0
736,139,143,0.046918420698043,0
737,139,144,0.062969406722453,0
738,140,71,0.117043984801594,0
739,140,74,0.103797510729038,0
740,140,144,0.016958281625727,0
741,140,157,0.111715673730720,0
742,140,161,0.118269876698845,0
743,141,73,0.000023086065534,0
744,141,75,0.099665509499459,0
745,141,142,0.102521276572402,0
746,141,157,0.130890676952788,0
747,141,158,0.117169371071900,0
748,141,161,0.003501545708197,0
749,142,85,0.128586742550247,0
750,142,141,0.102521276572402,0
751,142,158,0.046403293921694,0
752,142,160,0.083006316566902,0
753,142,161,0.065174456372588,0
754,143,74,0.006121951563305,0
755,143,134,0.121998888317056,0
756,143,139,0.046918420698043,0
757,143,144,0.128298196544897,0
758,144,71,0.114076086048589,0
759,144,74,0.097716989338787,0
760,144,139,0.062969406722453,0
761,144,140,0.016958281625727,0
762,144,143,0.128298196544897,0
763,145,13,0.018705117362703,0
764,145,14,0.017823516108120,0
765,145,17,0.007224323882147,0
766,145,23,0.055703462852898,0
767,145,117,0.005510362863197,0
768,145,131,0.043781482204416,0
769,145,146,0.031875866348160,0
770,145,149,0.109156827357126,0
771,145,150,0.036860519577233,0
772,145,154,0.036440328767736,0
773,146,14,0.059408468986467,0
774,146,20,0.034790875525269,0
775,146,24,0.043690739625504,0
776,146,131,0.030897814604391,0
777,146,145,0.031875866348160,0
778,147,37,0.147930785642879,0
779,147,39,0.016393222782300,0
780,147,42,0.143371078633555,0
781,147,44,0.080330203386572,0
782,147,70,0.206326047051146,0
783,147,182,0.134925932703611,0
784,148,15,0.002765009007321,0
785,148,20,0.100989270139837,0
786,148,120,0.009974807133766,0
787,148,152,0.056161146790474,0
788,148,153,0.025441382500060,0
789,148,155,0.033100199920488,0
790,149,145,0.109156827357126,0
791,150,13,0.024929502347201,0
792,150,16,0.075962633941702,0
793,150,23,0.024495072557536,0
794,150,25,0.000000000000000,1
795,150,145,0.036860519577233,0
796,150,151,0.115316878176012,0
797,150,154,0.056780125674376,0
798,150,163,0.038420650310221,0
799,150,169,0.043825769198933,0
800,151,23,0.045313420888107,0
801,151,150,0.115316878176012,0
802,151,166,0.102374839010785,0
803,151,169,0.084371608985977,0
804,152,15,0.047337894589842,0
805,152,148,0.056161146790474,0
806,152,153,0.038191711395066,0
807,153,12,0.091653140406063,0
808,153,15,0.019374920664683,0
809,153,17,0.000000000000000,1
810,153,83,0.016606299425850,0
811,153,117,0.013353767314672,0
812,153,148,0.025441382500060,0
813,153,152,0.038191711395066,0
814,153,155,0.001590166498593,0
815,153,156,0.001408851767408,0
816,154,23,0.022466125844289,0
817,154,145,0.036440328767736,0
818,154,150,0.056780125674376,0
819,154,163,0.028389350939679,0
820,155,19,0.004514481221127,0
821,155,83,0.013791794912781,0
822,155,118,0.017652229031857,0
823,155,119,0.008057870450997,0
824,155,120,0.015966645569419,0
825,155,148,0.033100199920488,0
826,155,153,0.001590166498593,0
827,156,12,0.019447067939530,0
828,156,13,0.010982941075439,0
829,156,17,0.015209082042362,0
830,156,18,0.011248680201137,0
831,156,117,0.000000000000000,1
832,156,153,0.001408851767408,0
833,157,71,0.079368395796257,0
834,157,75,0.076043101547796,0
835,157,84,0.089977374551369,0
836,157,140,0.111715673730720,0
837,157,141,0.130890676952788,0
838,157,161,0.111039034804439,0
839,158,72,0.099152631162472,0
840,158,73,0.010352016237256,0
841,158,100,0.131824124515379,0
842,158,103,0.006368423877163,0
843,158,141,0.117169371071900,0
844,158,142,0.046403293921694,0
845,158,160,0.099929333196571,0
846,159,38,0.134258743465203,0
847,159,41,0.144025434697639,0
848,159,74,0.154723555136266,0
849,159,128,0.356975467423638,0
850,159,138,0.109292596700982,0
851,159,171,0.238439816467010,0
852,160,31,0.092135785426889,0
853,160,85,0.104379264014315,0
854,160,86,0.085699664309782,0
855,160,95,0.092219856373267,0
856,160,100,0.046066642878541,0
857,160,142,0.083006316566902,0
858,160,158,0.099929333196571,0
859,161,67,0.259556499199579,0
860,161,74,0.136615810745096,0
861,161,85,0.048619163681295,0
862,161,140,0.118269876698845,0
863,161,141,0.003501545708197,0
864,161,142,0.065174456372588,0
865,161,157,0.111039034804439,0
866,162,22,0.123912310263505,0
867,162,25,0.031166043499581,0
868,162,76,0.000000000000000,1
869,162,113,0.061326941965821,0
