OBJECTID,src_FID,nbr_FID,LENGTH,NODE_COUNT
-1,0,1,0.014506461504191,0
-1,0,7,0.005530087672448,0
-1,0,8,0.006027882524218,0
-1,0,9,0.017884727359206,0
-1,1,0,0.014506461504191,0
-1,1,2,0.010960898746963,0
-1,1,6,0.014859339997195,0
-1,1,7,0.016366010933813,0
-1,2,1,0.010960898746963,0
-1,2,3,0.005465660456917,0
-1,2,6,0.022863410522557,0
-1,3,2,0.005465660456917,0
-1,3,4,0.017782614151216,0
-1,3,5,0.009064035847288,0
-1,3,6,0.005439332216332,0
-1,4,3,0.017782614151216,0
-1,4,5,0.012714581288108,0
-1,4,6,0.016373003919503,0
-1,4,13,0.005711194806215,0
-1,4,14,0.016489886240781,0
-1,5,3,0.009064035847288,0
-1,5,4,0.012714581288108,0
-1,5,14,0.031347956815874,0
-1,6,1,0.014859339997195,0
-1,6,2,0.022863410522557,0
-1,6,3,0.005439332216332,0
-1,6,4,0.016373003919503,0
-1,6,7,0.007653243579073,0
-1,6,11,0.000000000000000,1
-1,6,12,0.029761313578165,0
-1,6,13,0.010763598253417,0
-1,7,0,0.005530087672448,0
-1,7,1,0.016366010933813,0
-1,7,6,0.007653243579073,0
-1,7,8,0.007640946797486,0
-1,7,10,0.008861633780604,0
-1,7,11,0.012922594528700,0
-1,7,12,0.000000000000000,1
-1,8,0,0.006027882524218,0
-1,8,7,0.007640946797486,0
-1,8,9,0.015763807518425,0
-1,8,10,0.007178496164193,0
-1,8,23,0.012600585248842,0
-1,9,0,0.017884727359206,0
-1,9,8,0.015763807518425,0
-1,9,23,0.036270609879371,0
-1,10,7,0.008861633780604,0
-1,10,8,0.007178496164193,0
-1,10,11,0.012089587050767,0
-1,10,22,0.011849114257138,0
-1,10,23,0.003667038763455,0
-1,11,6,0.000000000000000,1
-1,11,7,0.012922594528700,0
-1,11,10,0.012089587050767,0
-1,11,12,0.010921261250462,0
-1,11,21,0.009809978974890,0
-1,11,22,0.001181844586610,0
-1,12,6,0.029761313578165,0
