Class,CompletedDate,Latitude,Longitude,Installer
Single family,2013-06-28,47.69916064,-122.39152671,ARTISAN ELECTRIC INC
Single family,2014-04-23,47.542529,-122.39541007,SME INC OF SEATTLE
Single family,2019-07-09,47.68748608,-122.30649195,SUNERGY SYSTEMS
Single family,2015-03-11,47.67766642,-122.3607279,EARL CHILDS
Single family,2017-11-07,47.68139197,-122.27785389,PUGET SOUND SOLAR
Single family,2007-09-22,47.73210988,-122.3382158,AL'S QUALITY ELECTRIC
Single family,2013-12-05,47.58432816,-122.29539953,PUGET SOUND SOLAR
Single family,2017-06-20,47.67533674,-122.32665414,ARTISAN ELECTRIC INC
Single family,2016-10-06,47.62935619,-122.36394281,A&R SOLAR
Single family,2014-11-07,47.59417574,-122.29370619,EARL CHILDS
Single family,2012-12-22,47.69232915,-122.39000927,PUGET SOUND SOLAR
Single family,2013-08-28,47.70843111,-122.35713626,SUNERGY SYSTEMS
Single family,2013-06-20,47.7049321,-122.36282683,PUGET SOUND SOLAR
Single family,2012-05-11,47.68688988,-122.31390755,SME INC OF SEATTLE
Single family,2017-09-27,47.64378329,-122.36819304,PINNACLE ROOFING PROFESS LLC
Single family,2016-08-16,47.7105325,-122.30195046,A&R SOLAR
Single family,2004-12-06,47.65860501,-122.34391356,E & F ELECTRIC INCORPORATED
Single family,2011-06-21,47.60593455,-122.30786465,PUGET SOUND SOLAR
Single family,2012-08-02,47.54017839,-122.3916366,ARTISAN ELECTRIC INC
Single family,2010-06-18,47.60669019,-122.28433877,SOUND POWER INC
Single family,2014-01-22,47.60680441,-122.29724857,PUGET SOUND SOLAR
Single family,2014-04-24,47.65550622,-122.28577059,A&R SOLAR
Single family,2015-02-26,47.54335211,-122.39382796,PUGET SOUND SOLAR
Single family,2012-05-18,47.67431136,-122.31541456,SME INC OF SEATTLE
Single family,2019-09-10,47.67446161,-122.28777516,PUGET SOUND SOLAR
Single family,2018-06-25,47.68711573,-122.35727055,PUGET SOUND SOLAR
Single family,2018-03-09,47.55047534,-122.39810036,SOLTERRA GLOBAL LLC
Single family,2019-12-10,47.56782601,-122.28585718,ARTISAN ELECTRIC INC
Single family,2017-04-26,47.67546688,-122.36660006,SUNERGY SYSTEMS
Single family,2017-09-27,47.59463108,-122.29607561,NORTHWEST ELECTRIC & SOLAR
Single family,2012-07-17,47.67667935,-122.3089996,A&R SOLAR
Single family,2017-12-18,47.66377037,-122.34520669,ARTISAN ELECTRIC INC
Single family,2015-12-08,47.55921466,-122.30616183,ARTISAN ELECTRIC INC
Single family,2013-05-02,47.68562589,-122.30385676,A&R SOLAR
Single family,2014-12-30,47.5272494,-122.3893571,ARTISAN ELECTRIC INC
Single family,2013-06-06,47.67424377,-122.33234686,ARTISAN ELECTRIC INC
Single family,2015-03-03,47.55103711,-122.35744993,PUGET SOUND SOLAR
Single family,2014-02-06,47.4992674,-122.37787831,SME INC OF SEATTLE
Single family,2018-12-05,47.54914268,-122.29504552,PUGET SOUND SOLAR
Single family,2016-06-03,47.675562,-122.35770295,SUNERGY SYSTEMS
Single family,2009-02-02,47.57433357,-122.37638407,NORTHWEST MECHANICAL INC
Single family,2018-09-11,47.66574428,-122.27020279,Switch Electric
Single family,2013-09-16,47.71037713,-122.3578321,ARTISAN ELECTRIC INC
Single family,2014-03-13,47.68995173,-122.32668611,PUGET SOUND SOLAR
Single family,2011-12-16,47.64356943,-122.40261221,PUGET SOUND SOLAR
Single family,2017-10-05,47.55325214,-122.35970657,SME INC OF SEATTLE
Single family,2011-11-07,47.55962516,-122.37718473,EARL CHILDS
Single family,2017-08-25,47.6711733,-122.29533876,PUGET SOUND SOLAR
Single family,2017-06-01,47.69096662,-122.30928844,A&R SOLAR
Single family,2015-05-15,47.63201398,-122.39334277,JMS ELECTRIC LLC
Single family,2015-09-22,47.58647408,-122.3914371,PUGET SOUND SOLAR
Single family,2019-10-24,47.68701959,-122.39795116,PUGET SOUND SOLAR
Single family,2019-11-13,47.54152281,-122.27017003,PUGET SOUND SOLAR
Single family,2014-03-19,47.55075139,-122.2831777,SME INC OF SEATTLE
Single family,2015-01-20,47.58414051,-122.29331956,PUGET SOUND SOLAR
Single family,2018-11-02,47.67444696,-122.30093974,SUNERGY SYSTEMS
Single family,2012-08-14,47.57193996,-122.39640538,ARTISAN ELECTRIC INC
Single family,2013-04-29,47.68350124,-122.35776468,ARTISAN ELECTRIC INC
Single family,2015-07-30,47.56190087,-122.288097,PUGET SOUND SOLAR
Single family,2012-08-30,47.63931981,-122.30136602,A&R SOLAR
Single family,2013-08-08,47.62637585,-122.31992097,A&R SOLAR
Single family,2016-08-08,47.65551167,-122.3877217,PUGET SOUND SOLAR
Single family,2014-10-31,47.61086262,-122.31444136,ARTISAN ELECTRIC INC
Multifamily,2008-07-03,47.61498274,-122.30701412,NICHOLSON ELECTRIC LLC
Single family,2014-06-19,47.63882948,-122.30028189,ARTISAN ELECTRIC INC
Single family,2014-10-28,47.66695166,-122.35507493,SUNERGY SYSTEMS
Single family,2017-11-09,47.63700557,-122.36073574,A&R SOLAR
Single family,2017-10-25,47.58250961,-122.29482761,PUGET SOUND SOLAR
Single family,2003-07-11,47.63762408,-122.31448493,SPIRE ELECTRICAL SERVICES
Single family,2018-03-08,47.58507724,-122.39261426,WEST SEATTLE ELECTRIC & SOLAR
Single family,2011-12-23,47.67187311,-122.33689232,SUNERGY SYSTEMS
Single family,2014-02-28,47.55909352,-122.26407288,ARTISAN ELECTRIC INC
Single family,2019-01-11,47.67328932,-122.36530499,Forecast Roofing & Solar LLC
Single family,2018-11-16,47.5771645,-122.28660903,PUGET SOUND SOLAR
Single family,2013-06-11,47.7135839,-122.33112717,ARTISAN ELECTRIC INC
Single family,2015-04-22,47.65964996,-122.36320622,PUGET SOUND SOLAR
Multifamily,2016-06-06,47.67724011,-122.29127498,SME INC OF SEATTLE
Single family,2016-03-10,47.57192885,-122.40577326,ARTISAN ELECTRIC INC
Single family,2019-06-03,47.55322247,-122.3934183,Smart Energy Today
Single family,2011-09-12,47.64218412,-122.35858567,SUNERGY SYSTEMS
Single family,2011-04-14,47.53575249,-122.37313882,SOLAR EPIPHANY LLC
Single family,2014-11-06,47.68030962,-122.27261682,PUGET SOUND SOLAR
Single family,2012-06-04,47.65139695,-122.27675177,EARL CHILDS
Single family,2013-05-22,47.66320727,-122.29163544,EARL CHILDS
Single family,2014-02-18,47.65126597,-122.3409326,PUGET SOUND SOLAR
Single family,2013-06-14,47.57985861,-122.28784681,WEST SEATTLE ELECTRIC & SOLAR
Single family,2018-12-31,47.67797115,-122.37370236,A&R SOLAR
Single family,2013-07-22,47.52812882,-122.35388829,NA
Single family,2016-06-03,47.54131853,-122.37816328,ARTISAN ELECTRIC INC
Single family,2016-05-05,47.64542629,-122.4136671,A&R SOLAR
Single family,2015-09-18,47.71298325,-122.3074616,SUNERGY SYSTEMS
Single family,2019-01-30,47.64220359,-122.30003332,ARTISAN ELECTRIC INC
Single family,2019-11-27,47.7054336,-122.28159189,Blossom Solar LLC
Single family,2014-05-15,47.62267705,-122.30322005,ARTISAN ELECTRIC INC
Single family,2016-03-09,47.67015431,-122.28959305,A&R SOLAR
Single family,2014-07-22,47.63534621,-122.40154782,ARTISAN ELECTRIC INC
Single family,2015-06-22,47.6421341,-122.3148104,SME INC OF SEATTLE
Single family,2017-12-11,47.63873441,-122.30619229,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-07-22,47.67094528,-122.33188757,ARTISAN ELECTRIC INC
Single family,2015-10-06,47.57419286,-122.3099499,ARTISAN ELECTRIC INC
Single family,2013-04-11,47.6711013,-122.35866928,PUGET SOUND SOLAR
Single family,2010-07-30,47.7058156,-122.27521308,NORTHSTAR ELECTRICAL SVCS LLC
Single family,2011-01-05,47.67355415,-122.31644892,A&R SOLAR
Single family,2012-10-25,47.55630754,-122.27312311,PUGET SOUND SOLAR
Single family,2017-08-11,47.51278402,-122.38149863,A&R SOLAR
Single family,2015-12-15,47.7101837,-122.35976967,ARTISAN ELECTRIC INC
Single family,2014-08-29,47.56880038,-122.35978606,NEIL KELLY CO
Single family,2018-10-23,47.70144109,-122.37901743,Solx Corp
Single family,2012-08-21,47.62725549,-122.31710407,PUGET SOUND SOLAR
Single family,2018-12-20,47.67168665,-122.31916105,OFFSET SOLAR LLC
Single family,2013-12-18,47.62476333,-122.30217357,PUGET SOUND SOLAR
Single family,2017-10-05,47.69155451,-122.36193418,SME INC OF SEATTLE
Single family,2016-09-28,47.57777383,-122.40034881,ARTISAN ELECTRIC INC
Single family,2017-06-01,47.58559999,-122.2904375,A&R SOLAR
Single family,2017-05-31,47.69697616,-122.37504323,SUNERGY SYSTEMS
Single family,2013-06-13,47.55008835,-122.38205215,WEST SEATTLE ELECTRIC & SOLAR
Multifamily,2018-03-13,47.6614781,-122.288095,SME INC OF SEATTLE
Single family,2012-07-30,47.53306978,-122.38169848,ARTISAN ELECTRIC INC
Single family,2019-07-18,47.5760295,-122.30362952,"Custom Electrical Services, LLC"
Single family,2015-04-07,47.66634348,-122.28085384,SME INC OF SEATTLE
Single family,2015-11-20,47.68801568,-122.39408923,EARL CHILDS
Single family,2011-05-04,47.65396491,-122.33291701,PUGET SOUND SOLAR
Single family,2016-07-28,47.57575313,-122.37739342,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-12-27,47.56635728,-122.30046573,ARTISAN ELECTRIC INC
Single family,2014-04-22,47.58820596,-122.2883689,PUGET SOUND SOLAR
Single family,2019-10-21,47.71883811,-122.30409015,Solterra Global LLC
Single family,2015-05-05,47.50344348,-122.38533548,ARTISAN ELECTRIC INC
Single family,2016-10-11,47.59131324,-122.28962549,WESTERN SOLAR
Single family,2013-12-31,47.54407047,-122.26285435,A&R SOLAR
Single family,2015-07-20,47.69613931,-122.34013527,A&R SOLAR
Single family,2013-09-26,47.65298823,-122.33542668,PUGET SOUND SOLAR
Single family,2019-10-23,47.64031492,-122.36195573,SUNERGY SYSTEMS
Single family,2017-03-16,47.55555698,-122.39989376,PUGET SOUND SOLAR
Single family,2013-09-26,47.59831735,-122.28657785,SME INC OF SEATTLE
Single family,2012-04-12,47.6815156,-122.30261837,SME INC OF SEATTLE
Single family,2015-03-02,47.5768307,-122.39249233,PUGET SOUND SOLAR
Single family,2014-12-04,47.6462245,-122.30705755,SME INC OF SEATTLE
Single family,2016-03-31,47.56116919,-122.27168112,A&R SOLAR
Single family,2016-06-01,47.70502468,-122.37712235,SUNERGY SYSTEMS
Single family,2018-02-12,47.62086551,-122.31881462,A&R SOLAR
Single family,2018-03-14,47.63762408,-122.31448493,PUGET SOUND SOLAR
Single family,2011-07-28,47.641018270000004,-122.36795119,SUNERGY SYSTEMS
Single family,2016-07-20,47.55625602,-122.31837041,A&R SOLAR
Single family,2019-02-27,47.56595639,-122.37208115,PUGET SOUND SOLAR
Single family,2017-08-15,47.62383987,-122.29247592,ARTISAN ELECTRIC INC
Single family,2014-05-20,47.56040244,-122.27676324,ARTISAN ELECTRIC INC
Single family,2019-12-31,47.68281853,-122.35333355,Solterra Global LLC
Single family,2015-09-10,47.66267697,-122.35481273,EARL CHILDS
Single family,2014-08-20,47.59067448,-122.29274968,ARTISAN ELECTRIC INC
Single family,2013-09-16,47.69457354,-122.39649996,PUGET SOUND SOLAR
Single family,2015-08-28,47.63054525,-122.36932864,FORECAST ROOFING & SOLAR
Single family,2018-10-30,47.67280208,-122.37952509,ARTISAN ELECTRIC INC
Single family,2013-08-13,47.66271439,-122.3243672,ARTISAN ELECTRIC INC
Single family,2016-06-22,47.70799868,-122.29908332,PUGET SOUND SOLAR
Single family,2017-12-08,47.60037681,-122.29415235,NORTHWEST ELECTRICAL & SVC INC
Single family,2017-12-19,47.54375452,-122.36741477,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-06-08,47.62972855,-122.30512364,EARL CHILDS
Single family,2015-07-17,47.51879043,-122.28344183,ARTISAN ELECTRIC INC
Single family,2010-02-10,47.63218307,-122.2902079,PUGET SOUND SOLAR
Single family,2013-04-02,47.68711573,-122.35727055,PUGET SOUND SOLAR
Single family,2016-05-06,47.5651112,-122.27671845,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-12-10,47.55466442,-122.3164056,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-08-23,47.70294479,-122.37516473,PUGET SOUND SOLAR
Single family,2018-09-07,47.53121635,-122.38362449,A&R SOLAR
Single family,2016-01-08,47.56376704,-122.29492286,A&R SOLAR
Single family,2019-08-20,47.68821385,-122.34834123,PUGET SOUND SOLAR
Single family,2015-11-20,47.65902886,-122.34545213,WEST SEATTLE ELECTRIC & SOLAR
Single family,2012-06-22,47.66777407,-122.27296811,A&R SOLAR
Single family,2019-09-05,47.55790903,-122.38844428,NORTHWEST ELECTRIC & SOLAR
Single family,2015-06-23,47.55442901,-122.31133852,NA
Single family,2012-11-27,47.67211766,-122.35962058,PUGET SOUND SOLAR
Single family,2014-02-03,47.62250312,-122.30213786,PUGET SOUND SOLAR
Single family,2012-02-28,47.65579236,-122.3288548,PUGET SOUND SOLAR
Single family,2019-03-25,47.67858892,-122.28633233,PUGET SOUND SOLAR
Single family,2017-05-30,47.52347932,-122.38309095,SOLTERRA GLOBAL LLC
Single family,2013-11-22,47.56722648,-122.28318439,ARTISAN ELECTRIC INC
Single family,2016-07-14,47.63443013,-122.36867512,SME INC OF SEATTLE
Single family,2015-12-16,47.57162797,-122.40866798,PUGET SOUND SOLAR
Single family,2019-12-11,47.65618465,-122.35474595,Sphere Solar Energy
Single family,2011-10-13,47.65677587,-122.35900606,SME INC OF SEATTLE
Single family,2015-06-26,47.67208232,-122.32766986,SME INC OF SEATTLE
Single family,2012-10-29,47.58662576,-122.39144146,ARTISAN ELECTRIC INC
Single family,2010-03-18,47.55705485,-122.39667073,SOLAR EPIPHANY LLC
Single family,2015-02-26,47.54713842,-122.39018966,PUGET SOUND SOLAR
Single family,2011-05-31,47.54314339,-122.38158066,SOLAR EPIPHANY LLC
Single family,2018-10-03,47.67826971,-122.3561686,Solterra Global LLC
Single family,2017-08-02,47.72888536,-122.33277996,SME INC OF SEATTLE
Single family,2019-06-12,47.55963264,-122.26485494,Sphere Solar Energy
Single family,2015-07-08,47.70181361,-122.27926437,PUGET SOUND SOLAR
Single family,2013-12-20,47.60974211,-122.30179215,PUGET SOUND SOLAR
Single family,2012-01-25,47.64919759,-122.40257776,PUGET SOUND SOLAR
Single family,2016-06-07,47.63478652,-122.28486187,PUGET SOUND SOLAR
Single family,2014-09-26,47.58361826,-122.38479152,PUGET SOUND SOLAR
Single family,2014-05-28,47.63375163,-122.36873839,EARL CHILDS
Single family,2018-09-18,47.63646557,-122.28507071,OFFSET SOLAR LLC
Single family,2013-04-30,47.67278001,-122.3938172,SUNERGY SYSTEMS
Single family,2011-02-22,47.66440913,-122.32588342,PUGET SOUND SOLAR
Single family,2009-01-06,47.71807328,-122.28561948,PUGET SOUND SOLAR
Single family,2013-02-19,47.67341187,-122.35773129,ARTISAN ELECTRIC INC
Single family,2009-10-29,47.68328808,-122.38949804,NORTHWEST MECHANICAL INC
Single family,2015-03-19,47.64475784,-122.36305438,EARL CHILDS
Single family,2013-08-19,47.65513805,-122.33717885,PUGET SOUND SOLAR
Single family,2014-03-10,47.50998179,-122.24026022,ARTISAN ELECTRIC INC
Single family,2016-03-30,47.62349879,-122.30630642,A&R SOLAR
Single family,2014-12-31,47.54447068,-122.28940967,SUNERGY SYSTEMS
Single family,2015-09-29,47.68971904,-122.28460813,PUGET SOUND SOLAR
Single family,2012-11-09,47.65737417,-122.35737249,EARL CHILDS
Single family,2012-06-08,47.70416009,-122.30821428,SME INC OF SEATTLE
Single family,2019-09-25,47.57683701,-122.37675996,NORTHWEST ELECTRIC & SOLAR
Single family,2018-08-22,47.64271146,-122.35852185,PRO-STAT ELECTRIC
Single family,2017-04-06,47.6985703,-122.28687992,PUGET SOUND SOLAR
Single family,2015-06-24,47.54457731,-122.3702053,ARTISAN ELECTRIC INC
Single family,2009-01-12,47.65237293,-122.37334234,PUGET SOUND SOLAR
Single family,2008-06-12,47.6652138,-122.36186938,PUGET SOUND SOLAR
Single family,2012-06-05,47.65471625,-122.27844788,A&R SOLAR
Single family,2008-05-20,47.69002554,-122.34954177,E & F ELECTRIC INCORPORATED
Single family,2015-12-22,47.6934386,-122.38196796,PUGET SOUND SOLAR
Single family,2016-09-29,47.68585864,-122.2924759,SUNERGY SYSTEMS
Single family,2018-10-08,47.73305697,-122.34107282,Forecast Roofing & Solar LLC
Single family,2014-01-29,47.64046092,-122.29964707,ARTISAN ELECTRIC INC
Single family,2015-05-04,47.65581558,-122.35747347,EARL CHILDS
Single family,2013-10-31,47.59796115,-122.29961468,ARTISAN ELECTRIC INC
Single family,2018-12-31,47.67796886,-122.37393524,A&R SOLAR
Single family,2015-11-24,47.55593208,-122.37927588,FORECAST ROOFING & SOLAR
Single family,2012-11-29,47.70016937,-122.33688903,SUNERGY SYSTEMS
Single family,2019-07-17,47.65970357,-122.39525249,NA
Single family,2015-02-06,47.68569219,-122.34079622,SUNERGY SYSTEMS
Single family,2017-02-02,47.68677877,-122.35015009,PUGET SOUND SOLAR
Multifamily,2019-02-27,47.56582594,-122.37245104,PUGET SOUND SOLAR
Single family,2018-12-03,47.59624049,-122.28873112,PUGET SOUND SOLAR
Single family,2014-01-29,47.57296197,-122.30760489,PUGET SOUND SOLAR
Single family,2013-09-19,47.72926031,-122.33305675,EARL CHILDS
Single family,2014-11-20,47.55374898,-122.38831848,ARTISAN ELECTRIC INC
Single family,2019-09-18,47.67330222,-122.36658776,Forecast Roofing & Solar LLC
Single family,2013-07-12,47.66585447,-122.28065828,ARTISAN ELECTRIC INC
Single family,2010-02-09,47.70392173,-122.38256797,PUGET SOUND SOLAR
Single family,2015-06-03,47.58039073,-122.29015692,PUGET SOUND SOLAR
Single family,2019-12-02,47.68377554,-122.27596914,NORTHWEST ELECTRIC & SOLAR
Single family,2016-12-15,47.5371343,-122.3507293,PRO-STAT ELECTRIC
Single family,2013-05-29,47.65252618,-122.33921121,PUGET SOUND SOLAR
Single family,2013-09-27,47.62786908,-122.29851025,QUEEN ANNE ELECTRIC LLC
Single family,2011-06-08,47.67845624,-122.29818433,PUGET SOUND SOLAR
Single family,2013-06-25,47.59690943,-122.29930649,A&R SOLAR
Single family,2014-10-29,47.66581003,-122.35900235,SUNERGY SYSTEMS
Single family,2018-01-24,47.6408118,-122.32104648,"SMART ENERGY TODAY, INC"
Single family,2015-10-20,47.55098425,-122.27658843,A&R SOLAR
Single family,2013-06-26,47.65964109,-122.33712863,PUGET SOUND SOLAR
Single family,2017-09-18,47.57334198,-122.380053,PUGET SOUND SOLAR
Single family,2014-08-11,47.709164,-122.27594055,RELIANT ELECTRIC
Single family,2015-09-02,47.7071976,-122.37741043,PINNACLE ROOFING PROFESS LLC
Single family,2008-02-26,47.62823753,-122.31294429,NICHOLSON ELECTRIC LLC
Single family,2014-02-21,47.65951645,-122.33419616,ARTISAN ELECTRIC INC
Single family,2013-12-10,47.59482843,-122.29009383,SUNERGY SYSTEMS
Single family,2017-12-28,47.68710462,-122.35662998,SME INC OF SEATTLE
Single family,2015-11-12,47.68797496,-122.39467796,A&R SOLAR
Single family,2016-05-10,47.63855266,-122.31651346,SME INC OF SEATTLE
Single family,2015-11-20,47.64960741,-122.41636672,EARL CHILDS
Single family,2012-03-06,47.59264583,-122.38745035,PUGET SOUND SOLAR
Single family,2017-10-20,47.54702871,-122.31937059,SME INC OF SEATTLE
Multifamily,2018-10-18,47.65926513,-122.31637539,SME INC OF SEATTLE
Single family,2019-01-09,47.49632324,-122.26821902,Brimma Solar LLC
Single family,2013-05-21,47.62154927,-122.3149095,ARTISAN ELECTRIC INC
Single family,2017-06-14,47.54524493,-122.39664825,PUGET SOUND SOLAR
Single family,2013-08-29,47.67707142,-122.36789031,ARTISAN ELECTRIC INC
Single family,2013-09-12,47.66335333,-122.33467817,ARTISAN ELECTRIC INC
Single family,2017-03-17,47.61596796,-122.2952121,A&R SOLAR
Single family,2016-08-24,47.63086992,-122.34884357,A&R SOLAR
Single family,2015-06-09,47.68817175,-122.34791231,PUGET SOUND SOLAR
Single family,2018-03-22,47.7114815,-122.33286485000001,SME INC OF SEATTLE
Single family,2013-05-28,47.65813355,-122.35918154,PUGET SOUND SOLAR
Single family,2018-06-07,47.54305976,-122.32068431,PUGET SOUND SOLAR
Single family,2019-09-26,47.60115465,-122.29406599000001,NORTHWEST ELECTRIC & SOLAR
Single family,2014-12-17,47.62781902,-122.32104034,PUGET SOUND SOLAR
Single family,2010-07-08,47.54734425,-122.39280815,NA
Single family,2018-02-07,47.67916767,-122.35666811,SUNERGY SYSTEMS
Single family,2016-12-14,47.65652886,-122.32933664,A&R SOLAR
Single family,2015-11-09,47.68657385,-122.38035599,FORECAST ROOFING & SOLAR
Single family,2014-04-08,47.69570684,-122.33315866,BANNER ELECTRIC INC
Single family,2016-06-10,47.61978909,-122.29258167,PUGET SOUND SOLAR
Single family,2015-07-13,47.69329689,-122.2808442,PUGET SOUND SOLAR
Single family,2015-10-21,47.67292912,-122.38096737,PUGET SOUND SOLAR
Single family,2017-04-21,47.55281328,-122.29406004,PUGET SOUND SOLAR
Single family,2018-12-18,47.58739139,-122.38490365,ARTISAN ELECTRIC INC
Single family,2014-07-30,47.60630361,-122.29819851,ARTISAN ELECTRIC INC
Single family,2014-06-16,47.56137942,-122.27908018,PUGET SOUND SOLAR
Single family,2016-08-11,47.6647484,-122.29324764,A&R SOLAR
Single family,2013-12-03,47.65356262,-122.33239851,PUGET SOUND SOLAR
Single family,2012-12-31,47.65577985,-122.35086662,EARL CHILDS
Single family,2013-10-15,47.64389916,-122.3028627,PUGET SOUND SOLAR
Single family,2015-10-14,47.52323219,-122.31664732,SUNERGY SYSTEMS
Single family,2015-02-02,47.58181355,-122.39769371,ARTISAN ELECTRIC INC
Single family,2015-10-08,47.68819604,-122.35611906,PUGET SOUND SOLAR
Single family,2012-09-17,47.67408527,-122.40077451,PUGET SOUND SOLAR
Single family,2008-05-21,47.70076926,-122.34809006,PUGET SOUND SOLAR
Single family,2015-03-27,47.53274221,-122.35309625,ARTISAN ELECTRIC INC
Single family,2013-12-04,47.58934131,-122.28886894,ARTISAN ELECTRIC INC
Single family,2013-12-31,47.59181717,-122.29015729,EARL CHILDS
Single family,2015-07-14,47.59417574,-122.29370619,EARL CHILDS
Multifamily,2019-01-29,47.62394459,-122.31912588,PUGET SOUND SOLAR
Single family,2012-06-19,47.65553125,-122.28323736,A&R SOLAR
Single family,2018-03-20,47.66741107,-122.33436922,PUGET SOUND SOLAR
Single family,2013-08-22,47.61365566,-122.28528421,JMS ELECTRIC LLC
Single family,2013-07-29,47.68205156,-122.37865436,PUGET SOUND SOLAR
Single family,2015-08-26,47.56010563,-122.39464259,SUNERGY SYSTEMS
Single family,2014-06-03,47.63781576,-122.3156071,PUGET SOUND SOLAR
Single family,2017-05-04,47.65469744,-122.33658241,SOLTERRA GLOBAL LLC
Single family,2016-04-06,47.53562816,-122.26845221,ALT ELECTRIC LLC
Single family,2012-10-03,47.70761805,-122.28845803,EARL CHILDS
Single family,2013-09-11,47.66042443,-122.35055487,ARTISAN ELECTRIC INC
Single family,2019-09-25,47.72413767,-122.30162996,Sphere Solar Energy
Single family,2017-06-21,47.55844943,-122.26477423,PUGET SOUND SOLAR
Single family,2017-03-24,47.6917843,-122.34790574,"SMART ENERGY TODAY, INC"
Single family,2014-12-04,47.64007807,-122.28166847,A&R SOLAR
Single family,2016-09-22,47.66524804,-122.36555683,SUNERGY SYSTEMS
Multifamily,2019-05-15,47.56191318,-122.38513028,PUGET SOUND SOLAR
Single family,2016-08-22,47.67146198,-122.2665569,SUNERGY SYSTEMS
Single family,2018-11-14,47.52278176,-122.31984898,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-09-16,47.55704855,-122.37588131,SUNERGY SYSTEMS
Single family,2018-06-29,47.65213984,-122.37068714,Solx Corp
Single family,2016-05-27,47.54187617,-122.38475972,A&R SOLAR
Single family,2015-04-27,47.69296268,-122.35964401,SME INC OF SEATTLE
Single family,2016-09-14,47.56190087,-122.288097,SUNERGY SYSTEMS
Single family,2013-06-25,47.67256426,-122.28051789,SME INC OF SEATTLE
Single family,2015-01-08,47.65328755,-122.3520535,PUGET SOUND SOLAR
Single family,2018-06-29,47.67797119,-122.36073349,A&R SOLAR
Multifamily,2016-09-27,47.59944556,-122.30496445,SME INC OF SEATTLE
Single family,2018-10-23,47.66707761,-122.40841553,A&R SOLAR
Single family,2016-03-04,47.56328102,-122.2809854,SME INC OF SEATTLE
Single family,2013-05-02,47.67735258,-122.29539852,EARL CHILDS
Single family,2014-03-24,47.61077813,-122.29787319,PUGET SOUND SOLAR
Single family,2014-11-21,47.66061896,-122.36487208,SUNERGY SYSTEMS
Single family,2017-08-28,47.67351703,-122.39862332,PUGET SOUND SOLAR
Multifamily,2010-02-05,47.62136094,-122.31507574,PUGET SOUND SOLAR
Single family,2017-05-23,47.51263717,-122.38154357,A&R SOLAR
Single family,2018-11-27,47.56214439,-122.29190076,Sun Path Electric LLC
Single family,2017-04-27,47.62465336,-122.30495225,PUGET SOUND SOLAR
Single family,2012-12-28,47.66594426,-122.35796705,SUNERGY SYSTEMS
Single family,2019-10-31,47.67382756,-122.31333739,PUGET SOUND SOLAR
Single family,2016-06-08,47.65681729,-122.3514246,SUNERGY SYSTEMS
Single family,2017-11-22,47.52363115,-122.38908609,ARTISAN ELECTRIC INC
Single family,2015-05-21,47.64173628,-122.33006646,A&R SOLAR
Single family,2016-03-10,47.714031,-122.30388848,SUNERGY SYSTEMS
Single family,2010-03-04,47.67469831,-122.29156097,PEAK ELECTRIC INC
Single family,2019-02-20,47.63661831,-122.30192196,SUNERGY SYSTEMS
Single family,2013-04-18,47.68108231,-122.28388376,A&R SOLAR
Single family,2017-08-14,47.6772916,-122.31009571,PUGET SOUND SOLAR
Single family,2014-12-22,47.55029594,-122.3061872,ARTISAN ELECTRIC INC
Single family,2019-01-18,47.68837143,-122.32601955,PINNACLE ROOFING PROFESS LLC
Single family,2014-06-25,47.67605725,-122.29558335,NORTHWEST ELECTRIC & SOLAR
Single family,2016-08-03,47.58501414,-122.38406285,SME INC OF SEATTLE
Single family,2018-02-21,47.61994513,-122.29805065,WEZEE'S ELECTRICAL
Single family,2014-10-13,47.55865441,-122.29884009,PUGET SOUND SOLAR
Single family,2011-12-01,47.65375265,-122.37330954,A&R SOLAR
Single family,2014-12-05,47.52629903,-122.35962261,ARTISAN ELECTRIC INC
Single family,2018-07-20,47.55649457,-122.39608679,PUGET SOUND SOLAR
Single family,2012-06-04,47.68205812,-122.28026714,A&R SOLAR
Single family,2014-10-22,47.56758478,-122.30113531,Thomas Bell Electric
Single family,2013-10-21,47.68710974,-122.36417369,ARTISAN ELECTRIC INC
Single family,2019-12-17,47.58407537,-122.29478444,PUGET SOUND SOLAR
Single family,2016-09-15,47.69800742,-122.28209685,A&R SOLAR
Single family,2015-08-31,47.70675492,-122.36046846,FORECAST ROOFING & SOLAR
Single family,2015-08-19,47.68496811,-122.34848255,PUGET SOUND SOLAR
Single family,2014-06-12,47.63638438,-122.35998937,ARTISAN ELECTRIC INC
Single family,2014-10-02,47.53213627,-122.35544662,SME INC OF SEATTLE
Single family,2016-12-16,47.66150212,-122.27613362,ARTISAN ELECTRIC INC
Single family,2018-02-12,47.63233798,-122.28103538,ARTISAN ELECTRIC INC
Single family,2005-11-10,47.66775249,-122.35873212,E & F ELECTRIC INCORPORATED
Single family,2014-06-10,47.71132275,-122.31280519,JMS ELECTRIC LLC
Single family,2014-06-17,47.61693694,-122.3003415,ARTISAN ELECTRIC INC
