Class,CompletedDate,Latitude,Longitude,Installer
Single family,2019-08-21,47.54479887,-122.25787216,PUGET SOUND SOLAR
Single family,2018-04-17,47.6730974,-122.25212044,FORECAST ROOFING & SOLAR
Single family,2018-11-05,47.53076192,-122.39197261,Sphere Solar Energy
Single family,2016-09-01,47.56083306,-122.26596318,ARTISAN ELECTRIC INC
Single family,2014-12-23,47.52795861,-122.37428059,ARTISAN ELECTRIC INC
Single family,2013-02-04,47.69663426,-122.33549602,SUNERGY SYSTEMS
Single family,2012-11-05,47.53602126,-122.37867126,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-06-11,47.59352824,-122.30088668,EARL CHILDS
Single family,2017-09-25,47.69198093,-122.3108826,PUGET SOUND SOLAR
Single family,2014-03-10,47.54140726,-122.26908712,ARTISAN ELECTRIC INC
Single family,2016-08-01,47.65500222,-122.34080831,A&R SOLAR
Single family,2017-06-29,47.53912657,-122.27755969,WEST SEATTLE ELECTRIC & SOLAR
Single family,2018-06-07,47.67052595,-122.28120976,SUNERGY SYSTEMS
Single family,2013-08-27,47.66260325,-122.33403492,ARTISAN ELECTRIC INC
Single family,2018-04-02,47.67030962,-122.26428861,PUGET SOUND SOLAR
Single family,2016-03-28,47.60611305,-122.28983081,SUNERGY SYSTEMS
Single family,2010-08-11,47.65122257,-122.41726472,NORTHWEST MECHANICAL INC
Single family,2016-08-03,47.63915447,-122.29970051,PRO-STAT ELECTRIC
Single family,2009-09-28,47.68237259,-122.35738587,NORTHWEST MECHANICAL INC
Single family,2015-08-20,47.65797271,-122.28179354,SUNERGY SYSTEMS
Single family,2017-07-19,47.57025303,-122.28852456,SOLTERRA GLOBAL LLC
Single family,2015-04-23,47.6744658,-122.29612914,PUGET SOUND SOLAR
Single family,2017-03-29,47.5608794,-122.28913275,"ECOTECH ENERGY SYSTEMS, LLC"
Single family,2017-06-26,47.58701194,-122.31750935,A&R SOLAR
Single family,2013-01-24,47.60937758,-122.31230073,PUGET SOUND SOLAR
Single family,2018-05-07,47.66537907,-122.35907028,PUGET SOUND SOLAR
Single family,2016-04-25,47.55816732,-122.38046461,FORECAST ROOFING & SOLAR
Single family,2018-05-11,47.59463322,-122.29636246,NORTHWEST ELECTRIC & SOLAR
Single family,2017-07-07,47.66609038,-122.40489887,PUGET SOUND SOLAR
Single family,2013-04-19,47.66987133,-122.35570092,SUNERGY SYSTEMS
Single family,2013-05-06,47.69506055,-122.37107982,SUNERGY SYSTEMS
Single family,2017-06-07,47.68779864,-122.36362307,PUGET SOUND SOLAR
Single family,2012-10-29,47.70241358,-122.31961036,EARL CHILDS
Single family,2011-08-19,47.56203022,-122.27109146,EARL CHILDS
Single family,2017-07-13,47.57409595,-122.37958801,A&R SOLAR
Single family,2014-09-12,47.61578199,-122.29593013,A&R SOLAR
Multifamily,2018-03-13,47.58669965,-122.31692911,SUNERGY SYSTEMS
Single family,2013-11-20,47.72316113,-122.28253005,EARL CHILDS
Single family,2013-08-16,47.543649,-122.38415825,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-03-22,47.51831488,-122.33874841,SOLX CORP
Single family,2010-03-09,47.67878347,-122.27132778,PUGET SOUND SOLAR
Single family,2015-10-30,47.53204062,-122.35249888,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-02-27,47.57162393,-122.39586929,CURRENT FLO ELECTRIC LLC
Single family,2014-04-28,47.69040131,-122.28950388,PUGET SOUND SOLAR
Single family,2018-01-16,47.70649468,-122.31295046,PUGET SOUND SOLAR
Single family,2011-04-08,47.57872516,-122.37842203,WEST SEATTLE ELECTRIC & SOLAR
Single family,2008-04-01,47.65390649,-122.3300133,E & F ELECTRIC INCORPORATED
Single family,2012-10-17,47.5958868,-122.30179781,PUGET SOUND SOLAR
Single family,2016-09-27,47.57666717,-122.39176754,PUGET SOUND SOLAR
Single family,2012-09-06,47.70747297,-122.37831065,SUNERGY SYSTEMS
Single family,2012-05-03,47.6324745,-122.27887808,PUGET SOUND SOLAR
Single family,2013-11-25,47.62732741,-122.30637558,PUGET SOUND SOLAR
Single family,2015-12-01,47.56984071,-122.27636083,AVElectric Inc.
Single family,2016-12-27,47.55176439,-122.39212061,SME INC OF SEATTLE
Single family,2015-01-21,47.53564616,-122.3507427,PUGET SOUND SOLAR
Single family,2015-06-30,47.68262672,-122.29669249,PUGET SOUND SOLAR
Single family,2018-05-08,47.59190337,-122.30044295,NORTHWEST ELECTRIC & SOLAR
Single family,2014-10-28,47.65460924,-122.33239781,SUNERGY SYSTEMS
Single family,2014-11-06,47.67925828,-122.29490161,SME INC OF SEATTLE
Single family,2013-12-09,47.67691928,-122.26693355,A&R SOLAR
Single family,2019-12-19,47.54140571,-122.37619096,PUGET SOUND SOLAR
Single family,2015-05-29,47.58181417,-122.29012857,SME INC OF SEATTLE
Single family,2015-07-02,47.60322854,-122.28561241,A&R SOLAR
Single family,2019-05-28,47.64593028,-122.38272434,Smart Energy Today
Single family,2017-09-06,47.6403834,-122.35795466,SME INC OF SEATTLE
Single family,2014-12-22,47.54597124,-122.32099104,PUGET SOUND SOLAR
Single family,2015-05-28,47.64665734,-122.30827105,PUGET SOUND SOLAR
Single family,2019-01-31,47.52519159,-122.38135634,PUGET SOUND SOLAR
Single family,2018-11-14,47.58603999,-122.38281688,PUGET SOUND SOLAR
Single family,2013-03-08,47.68386647,-122.39541383,SUNERGY SYSTEMS
Single family,2012-05-31,47.55461562,-122.3055903,PUGET SOUND SOLAR
Single family,2016-03-07,47.55941368,-122.28900682,PUGET SOUND SOLAR
Single family,2013-06-17,47.69388987,-122.38681616,ARTISAN ELECTRIC INC
Single family,2013-07-12,47.52901991,-122.38607209,EARL CHILDS
Single family,2015-04-03,47.55572257,-122.29654955,ARTISAN ELECTRIC INC
Single family,2019-12-10,47.63908099,-122.32168219,Solterra Global LLC
Single family,2013-08-08,47.62509919,-122.30969854,SUNERGY SYSTEMS
Single family,2018-10-22,47.66518495,-122.32667079,SUNERGY SYSTEMS
Single family,2015-05-26,47.71946504,-122.35858544,EARL CHILDS
Single family,2012-07-27,47.67957455,-122.29503283,A&R SOLAR
Single family,2018-05-09,47.57135699,-122.28531712,ARTISAN ELECTRIC INC
Single family,2018-01-19,47.72810082,-122.35332645,WESTERN SOLAR
Single family,2015-04-06,47.58144952,-122.30791962,A&R SOLAR
Single family,2018-01-26,47.69303462,-122.38833407,NORTHWEST ELECTRIC & SOLAR
Single family,2015-04-30,47.58342997,-122.31237924,PUGET SOUND SOLAR
Single family,2015-07-15,47.66776505,-122.35905183,SME INC OF SEATTLE
Single family,2014-12-11,47.668184,-122.36035963,PUGET SOUND SOLAR
Single family,2018-12-05,47.66072738,-122.3518224,NORTHWEST ELECTRIC & SOLAR
Single family,2018-07-11,47.62987193,-122.30067467,TRINITY ELECTRIC LLC
Single family,2013-07-19,47.65925046,-122.31462925,NORTHWEST ELECTRIC & SOLAR
Single family,2018-06-04,47.64259469,-122.40644943,SUNERGY SYSTEMS
Single family,2017-12-06,47.67081542,-122.29824932,SOLTERRA GLOBAL LLC
Single family,2016-01-11,47.50910954,-122.2597537,A&R SOLAR
Single family,2013-09-04,47.63113066,-122.27774968,PUGET SOUND SOLAR
Single family,2015-10-23,47.66073928,-122.35863168,SUNERGY SYSTEMS
Multifamily,2008-11-26,47.61512407,-122.30716423,NICHOLSON ELECTRIC LLC
Multifamily,2009-03-20,47.65250595,-122.34629654,PEAK ELECTRIC INC
Single family,2018-02-12,47.62080846,-122.31874955,A&R SOLAR
Single family,2017-11-15,47.71302445,-122.34935622,SUNERGY SYSTEMS
Single family,2009-10-16,47.67233896,-122.40444973,PEAK ELECTRIC INC
Single family,2019-01-03,47.54680595,-122.37128476,PUGET SOUND SOLAR
Single family,2011-10-26,47.60669513,-122.29233072,SUNERGY SYSTEMS
Single family,2015-05-06,47.67995267,-122.35233126,ARTISAN ELECTRIC INC
Single family,2014-06-18,47.6302257,-122.30510195,EARL CHILDS
Single family,2011-06-21,47.63816989,-122.38902844,E & F ELECTRIC INCORPORATED
Single family,2018-11-28,47.65517801,-122.27976221,PINNACLE ROOFING PROFESS LLC
Single family,2013-05-24,47.68714051,-122.31729934,SME INC OF SEATTLE
Single family,2009-02-06,47.574657,-122.38429007,PUGET SOUND SOLAR
Single family,2013-07-18,47.69344113,-122.33058711,PUGET SOUND SOLAR
Single family,2019-01-10,47.64754427,-122.38446543,Blue Raven Solar
Single family,2015-12-11,47.57555109,-122.39596011,EARL CHILDS
Single family,2014-06-24,47.67064281,-122.40215628,ARTISAN ELECTRIC INC
Single family,2016-03-15,47.64993569,-122.41646195,SUNERGY SYSTEMS
Single family,2015-07-29,47.63128199,-122.28515815,ARTISAN ELECTRIC INC
Single family,2015-02-12,47.54775374,-122.26076994,ARTISAN ELECTRIC INC
Single family,2011-08-10,47.64864416,-122.36746551,SUNERGY SYSTEMS
Single family,2012-05-09,47.70094469,-122.30938409,A&R SOLAR
Single family,2013-11-05,47.56513381,-122.31628668,ARTISAN ELECTRIC INC
Single family,2014-05-02,47.57679319,-122.30651736,ARTISAN ELECTRIC INC
Single family,2018-03-21,47.63870464,-122.40113267,PUGET SOUND SOLAR
Single family,2009-05-11,47.54051155,-122.26213376,NICHOLSON ELECTRIC LLC
Single family,2014-07-08,47.56465921,-122.29741547,PUGET SOUND SOLAR
Single family,2014-01-17,47.60697503,-122.2907742,EARL CHILDS
Single family,2015-06-03,47.72819858,-122.30892101,PUGET SOUND SOLAR
Single family,2019-08-15,47.6447967,-122.31810294,SUNERGY SYSTEMS
Single family,2019-01-03,47.55170823,-122.33183455,ARTISAN ELECTRIC INC
Single family,2014-01-06,47.59249487,-122.29468676,PUGET SOUND SOLAR
Single family,2018-05-03,47.52394931,-122.33149017,SUN PATH ELECTRIC LLC
Single family,2016-09-26,47.55849734,-122.3845439,WEST SEATTLE ELECTRIC & SOLAR
Single family,2019-10-11,47.57067305,-122.374732,SUNERGY SYSTEMS
Single family,2014-04-03,47.51065565,-122.25325699,EARL CHILDS
Single family,2017-06-19,47.51869807,-122.3854017,NA
Single family,2012-11-06,47.52363115,-122.38908609,ARTISAN ELECTRIC INC
Single family,2015-07-06,47.70416388,-122.30758015,UPRIGHT ELECTRICAL SERVICES
Single family,2017-03-21,47.50625704,-122.37849915,EARL CHILDS
Single family,2019-03-28,47.64180549,-122.35723606,PROSTAT ELECTRIC
Single family,2018-08-14,47.53125281,-122.34397466,A&R SOLAR
Single family,2013-11-13,47.5076422,-122.25209545,WEST SEATTLE ELECTRIC & SOLAR
Single family,2019-09-20,47.72406019,-122.29869203,Sphere Solar Energy
Single family,2013-08-08,47.69516825,-122.3694349,PUGET SOUND SOLAR
Single family,2015-12-31,47.66732457,-122.35565892,SUNERGY SYSTEMS
Multifamily,2017-01-31,47.67820326,-122.31720084,SME INC OF SEATTLE
Single family,2013-06-17,47.59119213,-122.38656255,WEST SEATTLE ELECTRIC & SOLAR
Single family,2009-09-14,47.68386848,-122.35832265,PUGET SOUND SOLAR
Single family,2012-08-29,47.68147179,-122.2757275,SME INC OF SEATTLE
Single family,2013-03-27,47.56713142,-122.37285296,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-02-25,47.7097774,-122.30766166,KI ELECTRICAL SERVICES INC
Single family,2019-09-25,47.61391496,-122.29422517,Solterra Global LLC
Single family,2017-08-15,47.60563359,-122.30804765,A&R SOLAR
Single family,2018-06-05,47.55501993,-122.35505481,PUGET SOUND SOLAR
Single family,2016-03-23,47.68889528,-122.39331444,SUNERGY SYSTEMS
Multifamily,2017-05-30,47.56204949,-122.38777147,SUNERGY SYSTEMS
Single family,2010-06-22,47.67437519,-122.37059482,SUNERGY SYSTEMS
Single family,2014-09-03,47.60618374,-122.28777437,EARL CHILDS
Single family,2015-09-04,47.61120192,-122.29347612,A&R SOLAR
Single family,2014-02-10,47.54141116,-122.26615433,ARTISAN ELECTRIC INC
Single family,2016-02-04,47.70022042,-122.39323202,SUNERGY SYSTEMS
Multifamily,2018-08-27,47.72130261,-122.29687403,SME INC OF SEATTLE
Single family,2013-11-07,47.66751064,-122.40884297,PUGET SOUND SOLAR
Single family,2011-06-29,47.63855111,-122.36124425,SUNERGY SYSTEMS
Single family,2015-10-22,47.6338503,-122.35154937,EARL CHILDS
Single family,2017-03-06,47.64135732,-122.3531639,PUGET SOUND SOLAR
Single family,2019-07-29,47.52211844,-122.39333578,PUGET SOUND SOLAR
Single family,2017-11-29,47.56760045,-122.31567375,PRO-STAT ELECTRIC
Single family,2015-09-25,47.60834361,-122.29018675,A&R SOLAR
Single family,2017-03-07,47.56931515,-122.29477501,SME INC OF SEATTLE
Single family,2018-10-24,47.73130669,-122.33822163,OFFSET SOLAR LLC
Single family,2009-01-06,47.62554779,-122.31227832,PUGET SOUND SOLAR
Single family,2013-06-04,47.72297456,-122.37075866,ARTISAN ELECTRIC INC
Single family,2019-02-05,47.63934685,-122.40474494,NA
Single family,2013-10-04,47.70202786,-122.31522459,ARTISAN ELECTRIC INC
Single family,2016-01-15,47.63458848,-122.318714,CASCADE INTEGRATION INC
Single family,2014-06-02,47.62648567,-122.31993019,A&R SOLAR
Single family,2013-07-29,47.55802503,-122.26605809,AMC Electric
Single family,2016-10-10,47.72742345,-122.33045986,NA
Single family,2014-12-05,47.50717761,-122.38573776,PUGET SOUND SOLAR
Single family,2013-12-24,47.60476836,-122.30984787,EARL CHILDS
Single family,2017-06-20,47.5056398,-122.38323358,SUNERGY SYSTEMS
Single family,2018-04-02,47.63011429,-122.36863079,ARTISAN ELECTRIC INC
Single family,2012-02-24,47.68351187,-122.2923235,PUGET SOUND SOLAR
Single family,2017-06-14,47.54637792,-122.26892579,PUGET SOUND SOLAR
Single family,2011-07-07,47.56214439,-122.29190076,PUGET SOUND SOLAR
Single family,2014-10-16,47.67262246,-122.26001203,PUGET SOUND SOLAR
Single family,2017-01-12,47.56724665,-122.39048569,WEST SEATTLE ELECTRIC & SOLAR
Single family,2016-02-11,47.50950953,-122.25450544,A&R SOLAR
Single family,2013-02-22,47.67189382,-122.35875793,PUGET SOUND SOLAR
Single family,2015-05-20,47.55751344,-122.30271719,PUGET SOUND SOLAR
Single family,2015-01-23,47.66701185,-122.36451984,SUNERGY SYSTEMS
Single family,2015-01-20,47.54039131,-122.35684209,ARTISAN ELECTRIC INC
Single family,2016-12-15,47.68736073,-122.28562209,SME INC OF SEATTLE
Single family,2014-01-14,47.5579992,-122.30515055,PUGET SOUND SOLAR
Multifamily,2018-02-22,47.61619705,-122.31785593,SME INC OF SEATTLE
Single family,2017-10-30,47.68115257,-122.37497909,A&R SOLAR
Single family,2015-04-16,47.69405953,-122.28048914,PUGET SOUND SOLAR
Single family,2019-09-16,47.64931061,-122.37120919,Solterra Global LLC
Single family,2005-07-19,47.67138632,-122.28246146,E & F ELECTRIC INCORPORATED
Single family,2016-07-27,47.69116152,-122.39322047,SUNERGY SYSTEMS
Single family,2013-09-26,47.54637361,-122.26456054,A&R SOLAR
Single family,2007-12-14,47.58417271,-122.39648039,E & F ELECTRIC INCORPORATED
Single family,2014-12-10,47.67292106,-122.38894928,NORTHWEST ELECTRIC & SOLAR
Single family,2015-05-11,47.54606622,-122.26149963,PUGET SOUND SOLAR
Single family,2014-08-14,47.57636715,-122.29008633,ARTISAN ELECTRIC INC
Single family,2018-03-14,47.6902137,-122.2997804,A&R SOLAR
Single family,2006-10-03,47.56201534,-122.28457381,AMC Electric
Single family,2018-07-24,47.5921822,-122.29666691,ARTISAN ELECTRIC INC
Single family,2019-03-26,47.66097448,-122.35399803,NORTHWEST ELECTRIC & SOLAR
Single family,2016-06-06,47.50093166,-122.38275116,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-12-20,47.56541201,-122.40656294,SME INC OF SEATTLE
Single family,2013-07-19,47.69751121,-122.39034693,SUNERGY SYSTEMS
Single family,2014-10-23,47.7007628,-122.35777741,PUGET SOUND SOLAR
Single family,2016-09-15,47.67052038,-122.28555623,A&R SOLAR
Single family,2018-02-06,47.66956165,-122.30587693,A&R SOLAR
Single family,2018-10-18,47.53417922,-122.38589774,Sun Path Electric LLC
Single family,2018-01-25,47.68842941,-122.32648947,A&R SOLAR
Single family,2013-04-15,47.680907,-122.35769266,ARTISAN ELECTRIC INC
Multifamily,2019-02-14,47.59889419,-122.3203912,SME INC OF SEATTLE
Single family,2019-08-13,47.55725506,-122.26852413,Solterra Global LLC
Single family,2016-11-14,47.52276924,-122.38287788,ARTISAN ELECTRIC INC
Single family,2011-12-12,47.63984686,-122.41328749,PUGET SOUND SOLAR
Single family,2016-12-05,47.5976333,-122.31326439,PUGET SOUND SOLAR
Single family,2015-01-05,47.67629367,-122.40386081,PUGET SOUND SOLAR
Single family,2015-04-27,47.66717738,-122.35768722,PUGET SOUND SOLAR
Single family,2015-06-02,47.51015624,-122.37743512,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-10-18,47.58189928,-122.39154803,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-12-10,47.67099192,-122.29984482,PUGET SOUND SOLAR
Single family,2011-10-27,47.63854165,-122.34300662,A&R SOLAR
Single family,2019-06-20,47.69865554,-122.38496843,PUGET SOUND SOLAR
Single family,2013-02-07,47.57652072,-122.38835421,SUNERGY SYSTEMS
Single family,2013-09-19,47.68824832,-122.34020459,PUGET SOUND SOLAR
Single family,2015-09-04,47.69259757,-122.29805378,A&R SOLAR
Single family,2015-01-26,47.51255303,-122.38483219,ARTISAN ELECTRIC INC
Single family,2015-05-21,47.67848165,-122.3824456,SUNERGY SYSTEMS
Single family,2018-06-21,47.69615595,-122.32055965,NA
Single family,2016-02-22,47.65727693,-122.3985513,PUGET SOUND SOLAR
Single family,2015-08-20,47.5746677,-122.28612656,A&R SOLAR
Single family,2016-04-06,47.53579519,-122.2684199,ALT ELECTRIC LLC
Single family,2013-06-20,47.69155096,-122.36560744,PUGET SOUND SOLAR
Single family,2018-10-24,47.6853249,-122.38034272,OFFSET SOLAR LLC
Single family,2007-12-05,47.60941028,-122.28689469,E & F ELECTRIC INCORPORATED
Single family,2011-05-04,47.68236956,-122.35950254,NA
Single family,2014-07-10,47.56545502,-122.37388824,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-08-05,47.71066664,-122.29033611,SME INC OF SEATTLE
Single family,2015-06-08,47.55801367,-122.39854132,WEST SEATTLE ELECTRIC & SOLAR
Single family,2011-12-15,47.67362038,-122.30471704,PUGET SOUND SOLAR
Single family,2017-12-19,47.68456121,-122.28494041,GALAXY ELECTRIC & SOLAR LLC
Single family,2017-04-24,47.66731212,-122.35952395,UPRIGHT ELECTRICAL SERVICES
Single family,2014-07-24,47.67301954,-122.29991172,EARL CHILDS
Single family,2015-10-06,47.68890962,-122.39409718,EARL CHILDS
Single family,2014-03-05,47.606341,-122.2860093,ARTISAN ELECTRIC INC
Single family,2014-03-10,47.56426005,-122.29214721,PUGET SOUND SOLAR
Single family,2017-05-11,47.55938871,-122.28932056,PUGET SOUND SOLAR
Single family,2017-06-12,47.65838547,-122.32760269,SOLTERRA GLOBAL LLC
Single family,2013-07-02,47.70086941,-122.3503242,PUGET SOUND SOLAR
Single family,2014-03-26,47.55908185,-122.28793233,ARTISAN ELECTRIC INC
Single family,2013-03-20,47.58321198,-122.39248023,WEST SEATTLE ELECTRIC & SOLAR
Single family,2018-09-21,47.63520643,-122.31870024,SUNERGY SYSTEMS
Single family,2018-05-25,47.63567224,-122.28368095,ARTISAN ELECTRIC INC
Single family,2018-07-11,47.73118052,-122.35793966,SUNERGY SYSTEMS
Single family,2014-12-15,47.68821645,-122.36470997,EARL CHILDS
Single family,2011-03-15,47.53520556,-122.3715154,SOLAR EPIPHANY LLC
Single family,2013-06-26,47.69465337,-122.35369959,ARTISAN ELECTRIC INC
Single family,2019-03-12,47.72372963,-122.2880725,NW WIND & SOLAR
Single family,2012-04-05,47.67352097,-122.3977794,PUGET SOUND SOLAR
Single family,2013-11-22,47.55839027,-122.29954864,ARTISAN ELECTRIC INC
Single family,2013-03-29,47.65015269,-122.33364498,SUNERGY SYSTEMS
Single family,2015-06-26,47.65863943,-122.27438124,SUNERGY SYSTEMS
Single family,2014-10-24,47.61052229,-122.29915757,ARTISAN ELECTRIC INC
Single family,2018-05-14,47.53359321,-122.29264525,A&R SOLAR
Single family,2017-10-04,47.66549836,-122.3658921,A&R SOLAR
Single family,2017-07-05,47.621612,-122.2998712,PUGET SOUND SOLAR
Single family,2014-03-24,47.54632352,-122.27170349,PUGET SOUND SOLAR
Single family,2019-12-04,47.67572446,-122.35562869,PUGET SOUND SOLAR
Single family,2012-02-29,47.67676657,-122.29599841,PUGET SOUND SOLAR
Single family,2009-01-27,47.6462667,-122.41667809,PUGET SOUND SOLAR
Single family,2014-03-12,47.7043592,-122.27463995,EARL CHILDS
Single family,2014-07-28,47.67254546,-122.36012277,PUGET SOUND SOLAR
Single family,2018-12-14,47.67766174,-122.33168596,NORTHWEST ELECTRIC & SOLAR
Single family,2012-08-08,47.675474,-122.30847115,SME INC OF SEATTLE
Single family,2014-12-03,47.57639436,-122.28351367,PUGET SOUND SOLAR
Single family,2019-01-30,47.55255698,-122.28704623,ARTISAN ELECTRIC INC
Single family,2014-01-09,47.51825626,-122.2598191,CURRENT FLO ELECTRIC LLC
Single family,2015-05-11,47.69381674,-122.36635632,ARTISAN ELECTRIC INC
Single family,2012-11-08,47.66931742,-122.29175088,A&R SOLAR
Single family,2014-05-14,47.70333111,-122.38641388,A&R SOLAR
Single family,2015-06-30,47.56339158,-122.29167318,PUGET SOUND SOLAR
Single family,2018-04-25,47.68482575,-122.37382032,PRO-STAT ELECTRIC
Single family,2013-05-31,47.57004492,-122.28158038,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-08-26,47.68835718,-122.29164662,PUGET SOUND SOLAR
Single family,2015-11-05,47.68749847,-122.35678568,ARTISAN ELECTRIC INC
Single family,2014-12-30,47.73276134,-122.28811038,SUNERGY SYSTEMS
Single family,2015-06-26,47.67408825,-122.32523148,SUNERGY SYSTEMS
Single family,2014-02-13,47.55175578,-122.27871498,PUGET SOUND SOLAR
Single family,2014-12-09,47.57201104,-122.40111103,WESTERN SOLAR
Single family,2014-08-04,47.67815969,-122.29661599,EARL CHILDS
Single family,2009-04-29,47.58672749,-122.29529544,SUN BRIGHT ELECTRIC LLC
Single family,2017-06-22,47.66894483,-122.35611965,PUGET SOUND SOLAR
Single family,2016-05-23,47.65759683,-122.35138503,FORECAST ROOFING & SOLAR
Single family,2016-02-04,47.55938871,-122.28932056,PUGET SOUND SOLAR
Single family,2013-03-14,47.67912088,-122.26724169,PUGET SOUND SOLAR
Single family,2017-02-24,47.54235161,-122.38156582,A&R SOLAR
Single family,2014-04-30,47.56399775,-122.29182731,PUGET SOUND SOLAR
Single family,2016-01-11,47.63360923,-122.35352696,ARTISAN ELECTRIC INC
Single family,2017-07-10,47.62213883,-122.29026925,EARL CHILDS
Single family,2019-01-28,47.64596311,-122.38982724,Forecast Roofing & Solar LLC
Single family,2011-12-02,47.63748813,-122.39144063,PUGET SOUND SOLAR
Single family,2016-05-18,47.63971441,-122.28517958,SME INC OF SEATTLE
Single family,2009-08-13,47.6798057,-122.34837295,NORTH RIVER ELECTRIC INC
Single family,2018-10-09,47.53806002,-122.39649492,SUNERGY SYSTEMS
Single family,2016-09-06,47.64391484,-122.39861425,PUGET SOUND SOLAR
Single family,2019-01-15,47.68813517,-122.27463771,Forecast Roofing & Solar LLC
Single family,2012-07-25,47.66920262,-122.29650655,A&R SOLAR
Single family,2014-07-16,47.73072075,-122.33254038,NEIL KELLY CO
Single family,2017-05-22,47.6717629,-122.2888178,SOLTERRA GLOBAL LLC
Single family,2010-12-22,47.67829597,-122.29876524,SUNERGY SYSTEMS
Multifamily,2019-08-29,NA,NA,PUGET SOUND SOLAR
Single family,2011-06-08,47.63734845,-122.30299382,SUNERGY SYSTEMS
Single family,2019-07-24,47.69842994,-122.38325662,Solterra Global LLC
Single family,2015-02-17,47.67512922,-122.30950147,PUGET SOUND SOLAR
Single family,2015-12-29,47.63574598,-122.36960536,PUGET SOUND SOLAR
Single family,2019-08-07,47.6688123,-122.33046427,PROSTAT ELECTRIC
Single family,2015-04-07,47.69715076,-122.3019005,PUGET SOUND SOLAR
Single family,2013-02-04,47.65502439,-122.39925027,PUGET SOUND SOLAR
Single family,2018-11-09,47.69140707,-122.37072769,A&R SOLAR
Single family,2017-12-13,47.64955784,-122.33422189,SUNERGY SYSTEMS
Single family,2014-11-14,47.54460559,-122.38014684,PUGET SOUND SOLAR
Single family,2018-03-28,47.70642454,-122.34104921,PUGET SOUND SOLAR
Single family,2012-09-07,47.67876765,-122.27775717,A&R SOLAR
Multifamily,2010-01-06,47.62156507,-122.31508261,PUGET SOUND SOLAR
Single family,2018-11-01,47.68457702,-122.34854534,SUNERGY SYSTEMS
Single family,2017-02-17,47.5505852,-122.39160254,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-09-05,47.67185503,-122.37467088,A&R SOLAR
Single family,2012-04-10,47.62577603,-122.30075353,A&R SOLAR
Single family,2015-09-17,47.67152316,-122.40939394,A&R SOLAR
Single family,2012-04-06,47.66926167,-122.37010295,PUGET SOUND SOLAR
Single family,2013-04-17,47.69153368,-122.27503308,PUGET SOUND SOLAR
Single family,2015-07-24,47.67573861,-122.39506006,SUNERGY SYSTEMS
Single family,2018-02-14,47.5387292,-122.27392341,SOLTERRA GLOBAL LLC
Single family,2015-12-29,47.62362155,-122.3044257,SME INC OF SEATTLE
Single family,2010-10-18,47.66894483,-122.35611965,PUGET SOUND SOLAR
Single family,2013-07-16,47.699499,-122.38574526,SUNERGY SYSTEMS
Single family,2004-05-11,47.67350018,-122.33303828,E & F ELECTRIC INCORPORATED
Single family,2017-11-27,47.65701251,-122.39852665,SUNERGY SYSTEMS
Single family,2018-12-31,47.67796928,-122.37385658,A&R SOLAR
Single family,2014-06-26,47.65281223,-122.27865999,SME INC OF SEATTLE
Single family,2015-05-07,47.69375676,-122.3809187,A&R SOLAR
Single family,2013-04-04,47.71615188,-122.35212353,SUNERGY SYSTEMS
Multifamily,2018-10-18,47.65926513,-122.31637539,SME INC OF SEATTLE
Single family,2015-04-07,47.68178158,-122.29831321,SME INC OF SEATTLE
Single family,2015-10-19,47.65205234,-122.41135527,A&R SOLAR
Single family,2017-07-11,47.67791841,-122.40061386000001,SUNERGY SYSTEMS
Single family,2018-05-24,47.51911209,-122.37596764,Sun Path Electric LLC
Single family,2016-07-22,47.69951753,-122.27375517,EARL CHILDS
Single family,2018-01-05,47.70483253,-122.27724254,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-10-16,47.65107933,-122.31990531,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-12-21,47.58835363,-122.28832228,PUGET SOUND SOLAR
Single family,2017-03-06,47.68861595,-122.27596869,PUGET SOUND SOLAR
Single family,2017-12-12,47.6698459,-122.30818292,SOLTERRA GLOBAL LLC
Single family,2018-11-16,47.72605181,-122.36330113,OFFSET SOLAR LLC
Single family,2014-12-26,47.68656856,-122.27390395,EARL CHILDS
Single family,2015-11-12,47.58041693,-122.30690621,PUGET SOUND SOLAR
Single family,2014-08-06,47.57740587,-122.30510605,EARL CHILDS
Single family,2010-05-10,47.64721962,-122.31698376,PUGET SOUND SOLAR
Single family,2015-10-15,47.66419926,-122.36551639,NA
Single family,2016-06-29,47.67836251,-122.2719915,PUGET SOUND SOLAR
Single family,2019-08-27,47.52728963,-122.35811882,SUNERGY SYSTEMS
Single family,2013-06-26,47.65665926,-122.33794882,PUGET SOUND SOLAR
Single family,2015-09-11,47.56454349,-122.37909185,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-09-14,47.54876915,-122.39739603,ARTISAN ELECTRIC INC
